,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261
ЦУР,1.2.2,1.3.1,1.4.1,1.4.2,1.5.1 Пострадавшие,1.5.1 Погибшие,1.5.2,1.а.1,1.а.2 Образование,1.а.2 Здравоохранение,1.а.2 Социальная политика,1.b.1,Т.1.5 Все население,Т.1.5 Трудоспособное население,Т.1.5 Пенсионеры,Т.1.5 Дети,Т.1.2,Т.1.2,Т.1.2.1 образование,Т.1.2.1 образование,Т.1.2.2 здравоохранение,Т.1.2.2 здравоохранение,Т.1.2.3 социальная политика,Т.1.2.3 социальная политика,Т.1.3.1,Т.1.3.2,Т.1.4.1,Т.1.4.2,Т.1.4.3,10.1.1 (в расчете на одно домохозяйство)                                                 ,10.1.2 (в расчете на одного члена домашнего хозяйства),10.2.1 (децильный коэффициент),10.2.2 ( коэффициент фондов),10.2.3 (Индекс концентрации доходов (коэффициент Джини)),10.2.5 (Доля оплаты труда наемных работников ВРП),"10.3.1 (Численность отдельных категорий специалистов, имеющих право на меры социальной поддержки, человек)","10.3.2 (Численность граждан, которым меры социальной поддержки предоставляются в форме денежных компенсаций)",10.5.1 (руб),"10.7.1 (""Численность лиц, получивших временное убежище"")",11.1.1,11.2.1(тыс. чел.),11.2.1 (%),11.3.1,11.5.1 пострадавшие,11.5.1 погибшие,11.5.2,11.5.3,11.7.1 (%),11.7.1 (шт),11.а.1,11.с.1,Т 11.2.2 (Доля городов с благоприятной средой от общего количества городов),"Т 11.2.3 (Количество граждан, расселенных из непригодного для проживания жилищного фонда)",Т 11.2.4 (Доля эксплуатационных автобусов),Т 11.2.5 (Соотношение темпа ввода в действие жилых домов к темпу роста населения),Т 11.2.6 (Ассигновано средств на проведение работ по сохранению объектов культурного наследия),Т 11.2.7 (Фактически освоено средств),Т 11.2.8 (Доля уловленных и обезвреженных загрязняющих атмосферу веществ),Т 11.5 (Доля площади зеленых насаждений в пределах городской черты ),Т 11.6 (Доля протяженности освещенных частей городских улиц),12.1.1 (%),12.2.2 (млн кВт/час),12.3.1 (млн. куб. м),Т 12.2.1 (кол-во музеев),Т 12.2.1 (визит-центров),Т 12.2.1 (экотроп и маршрутов),Т 12.2.6 (Виды экотроп и маршрутов  в государственных природных заповедниках -  пешие),Т 12.2.10 (Количество посетителей объектов),13.1.1 пострадавшие,13.1.1 погибшие,Т 14.2 (тонн),Т 14.3 (тонн),Т 14.4 (тонн),15.1.1 (%),15.1.2 (%),15.2.1 (%),15.3.1 (га),"15.7.1 (тыс, руб)",15.9.1 (Ввод молодняков в категорию хозяйственно-ценных лесных насаждений),15.9.1 (Площадь лесовосстановления),Т 15.2.1 ( Отношение площади лесовосстановления и лесоразведения к площади вырубленных и погибших лесных насаждений в %),Т 15.2.2 (Индекс физического объема природоохранных расходов),16.1.1 (чел),16.1.1 (%),16.7.1 (чел),Т 16.5 (Количество преступлений экономической направленности),Т 16.6 (Доля потерпевших от преступных посягательств),"Т 16.7 (возрасте 15-72 лет,  использующего сеть Интернет для получения государственных )","Т 16.7 (возрасте 15-72 лет, использующего многофункциональный центр (МФЦ))","Т 16.7 (возрасте 15-72 лет, использовавших механизм получения государственных и муниципальных услуг в электронной форме)",17.8.1 (%),17.13.1 (руб),"17.16.1 (Количество граждан, принимающих участие в добровольческой деятельности)","Т 17.2 (Доля населения, пользующегося информационно-телекоммуникационной сетью «Интернет»)",Т 17.3 (в возрасте 15-74) использовавшего сеть Интернет в %,"Т 17.4 (ВРП на душу населения, руб)",Т 17.4 (Фактическое конечное потребление домашних хозяйств в единой валюте на душу населения),Т 17.4 (Индекс физического объема валового регионального продукта на душу населения),2.1.1,2.5.2,2.a.1,2.b.1,Т2.2.1,Т2.2.2,Т2.2.3,Т2.3.1,Т2.3.2,Т2.3.3,Т2.3.4,Т2.3.5,Т2.3.6,Т2.4.1,Т2.4.2,Т2.4.3,Т2.4.4,Т2.5.1,Т2.5.2,Т2.5.3,Т2.5.4,Т2.5.5,Т2.5.6,Т2.6.1,Т2.6.2,Т2.6.3,Т2.6.4,Т2.6.5,Т2.6.6,Т2.7.1,Т2.7.2,Т2.7.3,Т2.7.4,Т2.8.1,Т2.8.2,Т2.8.3,3.1.1,3.2.1,3.2.2,3.3.1,3.3.2,3.3.3,3.3.4,3.4.1a,3.4.1b,3.4.2,3.5.1,3.5.2,3.6.1,3.7.1 (возраст 25-29 лет),3.7.1 (возраст 30-34 лет),3.7.1 (возраст 35-39 лет),3.c.1,Т3.2.1,Т3.2.2,Т3.2.3,Т3.2.4,Т3.2.5,Т3.3.1,Т3.4.5,Т3.5.1,Т3.5.2,Т3.6.1,Т3.6.2,Т3.6.3,Т3.6.4,Т3.6.5,Т3.6.6,Т3.6.7,Т3.6.8,Т3.6.9,Т3.6.10,Т3.6.11,Т3.7.1,Т3.7.2,Т3.7.3,Т3.7.4,Т3.8.1,Т3.8.2,Т3.8.3,Т3.8.4,Т3.9.1,Т3.9.2,Т3.10.1,Т3.10.2,Т3.10.3,Т3.10.4,Т3.10.5 (в возрасте 10-14 лет),Т.3.10.6 (в возрасте 15-19 лет),Т3.11.1,Т3.12.1,Т3.12.2,Т3.12.3,Т3.13.1,Т3.13.2,Т3.13.3,Т3.13.4,Т3.13.5,Т3.13.6,4.2.1 (I группа здоровья),4.2.1 (II группа здоровья),4.2.1 (III группа здоровья),4.2.1 (IV группа здоровья),4.2.1 (V группа здоровья),4.3.1,4.4.1.a,4.4.1.b,Т4.2.2,Т4.2.3,Т4.2.4,Т4.2.6,Т4.3.3,Т4.5.1,Т4.5.2,Т4.5.3,Т4.6.1,Т4.6.2,Т4.6.3,Т4.7.1,Т4.7.2,Т4.7.3,Т4.9.1,Т4.9.2,8.1.1,8.2.1,8.3.1,8.6.1,8.8.2,Т 8.10.1,"Т 9.2.1 (Перевезено грузов транспортом общего пользования1 – всего, млн тонн)",Т 9.2.1 (железнодорожным),Т 9.2.1 (автомобильным),"Т 9.2.2 (Перевезено пассажиров транспортом общего пользования1 – всего, млн чел.)",Т 9.2.2 (железнодорожным),Т 9.2.2 (автомобильным),"Т 9.2.3 (Число абонентских станций (абонентских устройств), подключенных к сетям подвижной радиотелефонной (сотовой) связи)","Т 9.3.1 (Грузооборот по видам транспорта, млрд тонно-км)",Т 9.3.2,Т 9.3.3,Т 9.3.4,Т 9.3.5,Т 9.3.6,"Т 9.3.7 (Общая протяженность автомобильных дорог местного значения, км)",Т 9.3.8,Т 9.3.9,Т 9.3.10,Т 9.3.11,Т 9.3.12,Т 9.3.13,Т 9.3.14,Т 9.3.15,Т 9.3.16,Т 9.3.17,Т 9.3.19,"Т 9.3.20 (Затраты на внедрение и использование цифровых технологий, тысяч рублей)",Т 9.4.1,Т 9.4.2,Т 9.5.2 (Доля валовой добавленной стоимости отрасли «Обрабатывающее производство» в ВРП),Т 9.6 (ВДС обрабатывающих производств в пересчете на душу населения),9.а.1 (Обязательства в млн дол США),9.а.2 (Изьято в млн дол США),9.а.3 (Поступило в млн дол США),9.b.1 (Доля продукции высокотехнологичных и наукоемких отраслей в валовом внутреннем продукте (%)),"Т 9.9 (Внутренние затраты на исследования и разработки, 
в % к ВРП)"
2016,14.2,2241.0,61.2,6227.1,135.0,77.0,61340.0,10.1,23.4,27.7,17.0,15733262.0,9565.0,10170.0,7753.0,10021.0,9.7,10.1,9.9,23.4,9.9,27.7,34.8,17.0,96.7,14.2,26655.4,103.2,141.62,12995.0,3192.8,6.3,13.2,0.39,38.2,876.0,72824.0,26655.0,4468.0,0.23,319955.3,6.7,0.95,135.0,77.0,61340.0,61340.0,20.4,189.0,61.2,9.0,9.0,1.746,6.7,0.95,282103.1,282103.1,2.28,20.4,56.4,122.0178,3838.4,703.0,1.0,1.0,3.0,3.0,256.0,135.0,77.0,20529.0,20385.0,14506.0,2.4,2.3,37.7,0.0,35561.4,0.6,1145.3,37.7,79.8,308.0,7.3,6.6,2960.0,2.6,42.2,35.7,56.6,78.1,324802.1,2150.0,78.1,82.7,324802.1,313200.7,103.3,0.6,98.3,115.8,3856159.0,0.6,98.3,115.8,72.0,257.0,316.0,71.0,132.0,65.0,436.9,85.8,97.2,141.2,110.9,188.3,4786.0,1214.9,1064.1,257.5,11.7,1.3,265.9,582.1,101.3,18.2,580.6,481.1,1220.5,21.4,367.5,1089.3,2021.8,8.2,7.8,1.88,36.8,39.9,1.0,2.15,10.7,39.8,6.9,9.3,7.73,16.8083,82.7,67.1,33.1,89.5,35.4,34.9,58.0,72.2,12.2,37.4,89.5,37.4,89.5,36.8,39.9,1.0,2.15,116.0,9.0,6.0,600.0,23.2,9.3,37.2,184.5,639.8,15.9,2.1,10.7,39.8,6.9,7.73,7.8,1.88,489.5,8.2,7.8,6.6,0.2,23.1,4.4,30.09,0.57,1.82,16.8,6108.0,4979.0,258.0,93.0,303.0,108986.0,252743.0,51585.0,1789.0,7027.0,23585.0,80.7,99.2,20.9,51.2,37.4,96.1,12139.0,1264.0,407.0,51964.0,21752.0,72088.0,138584.0,7345.0,15040.0,39524.0,80.7,99.2,103.2,102.0,30.4,10.3,14.2,4837.0,87.7,18.3,60.4,382.1,13.3,320.0,1748.4,55.8,5.7,9.4,3.6,182.0,262.0,26945.9,13.1,1783.4,24.0,14.5,1.68,48.0,13663.8,1984.0,79.6,77.9,5362.0,8418616.7,51.2,55.3,18.5,60.2,24.2,215.59,191.39,19.0,0.99
2017,13.9,2029.0,63.0,6233.7,648.0,12.0,3819811.8,11.4,24.1,21.0,21.9,17898543.0,9667.0,10280.0,7832.0,10126.0,10.3,11.4,10.1,24.1,8.7,21.0,37.1,21.9,100.6,13.9,27741.4,104.1,105.6,12995.0,3192.8,6.5,13.7,0.395,38.4,72826.0,72824.0,27741.0,2490.0,0.23,349919.7,6.7,1.02,648.0,12.0,3819811.8,3819811.8,20.8,189.0,63.0,9.0,9.0,1.784,6.7,1.02,238103.3,238103.3,2.28,20.8,56.2,122.0178,3900.3,764.0,1.0,1.0,3.0,3.0,256.0,648.0,12.0,22126.0,19476.0,15703.0,2.4,2.3,37.7,380.26,38851.5,0.6,1200.0,37.7,107.4,252.0,6.0,6.6,2265.0,2.9,48.7,34.8,66.1,80.0,341163.4,2150.0,80.0,85.0,341163.4,328334.0,102.7,0.4,98.3,107.6,2959757.2,0.4,98.3,107.6,72.0,254.0,339.0,72.0,138.0,65.0,474.1,88.8,98.7,135.0,116.1,182.0,5418.0,1109.2,1161.0,300.1,13.5,1.4,309.5,597.2,97.5,17.5,592.7,433.8,1225.5,21.8,378.5,1091.1,2085.7,4.6,7.7,1.49,49.5,40.5,0.0,2.08,11.6,33.3,3.71,9.7,6.14,14.1326,78.4,62.7,31.7,88.5,39.7,39.2,58.0,73.0,12.2,37.5,88.5,37.5,88.5,49.6,40.5,0.0,2.08,143.0,9.0,1.0,423.0,24.5,9.7,30.7,177.9,620.0,12.7,1.5,11.6,33.3,3.7,7.73,7.7,1.49,448.2,4.6,7.7,6.5,0.2,19.1,3.3,29.82,0.82,2.83,14.2,5838.0,4626.0,317.0,114.0,399.0,108211.0,259078.0,50639.0,2648.0,7373.0,31949.0,80.1,95.0,20.9,51.2,37.4,96.1,12232.0,1259.0,417.9,52657.0,22476.0,74047.0,134514.0,7567.0,16930.0,32096.0,80.1,95.0,102.5,102.9,28.6,10.3,13.9,4773.0,90.0,25.3,54.6,400.8,10.2,349.9,1787.2,55.9,5.5,8.9,3.5,189.0,263.0,26981.6,13.3,1642.5,15.0,10.6,1.12,48.9,13102.3,1995.0,77.9,78.2,5160.0,10920694.7,51.7,55.8,19.2,64.1,277.67,476.03,198.36,20.3,0.91
2018,13.2,4905.0,64.3,6246.6,50.0,21.0,1935543.9,9.7,27.4,26.0,23.7,17562654.0,9675.0,10282.0,7843.0,10153.0,10.4,9.7,10.7,27.4,9.7,26.0,36.2,23.7,102.3,13.2,29097.1,104.9,101.0,10587.8,2708.4,6.7,14.3,0.401,38.9,73222.0,73188.0,29097.0,1332.0,0.23,284717.3,16.8,1.01,50.0,21.0,1935543.9,1935543.9,20.8,189.0,64.3,9.0,9.0,0.967,16.8,1.01,454566.8,454566.8,2.28,20.8,56.1,122.0178,4008.7,758.0,1.0,1.0,3.0,3.0,256.0,50.0,21.0,23535.0,21655.0,17475.0,2.4,2.3,37.7,91.31,42346.0,0.4,1200.0,37.7,108.9,236.0,5.6,6.6,2178.0,2.9,60.1,30.7,78.4,82.3,367627.9,2150.0,82.3,88.3,367627.9,349235.6,102.5,0.4,98.3,91.4,4125960.0,0.4,98.3,91.4,73.0,256.0,341.0,65.0,139.0,66.0,404.9,87.0,98.9,121.6,122.6,188.7,5479.0,1126.4,1111.8,316.7,10.9,1.3,338.9,521.7,116.0,28.0,606.9,387.3,1181.8,15.0,379.6,1096.0,1857.0,7.3,6.5,1.46,39.9,35.0,7.0,1.4908,10.9,32.2,3.7,10.6,6.21,13.1832,80.2,60.7,31.9,88.2,42.2,44.8,58.0,73.2,12.2,37.5,88.2,37.5,88.2,39.9,35.0,7.0,1.49,88.0,18.0,4.0,356.0,24.5,10.6,29.7,184.1,621.9,10.9,1.3,10.9,32.2,3.7,7.73,6.5,1.46,444.5,7.3,6.5,5.1,0.1,16.8,3.5,28.81,0.63,1.78,13.2,4860.0,3925.0,244.0,112.0,317.0,40435.0,260946.0,50478.0,2657.0,7576.0,38350.0,83.2,96.2,20.9,51.2,37.4,96.1,12281.0,1249.0,425.5,53002.0,22379.0,76115.0,136425.0,6983.0,17117.0,31641.0,83.2,96.2,102.2,104.5,28.8,9.1,13.2,4841.0,91.9,30.1,49.2,332.6,10.1,284.7,1746.5,59.5,6.0,9.9,3.1,188.0,264.0,27125.0,13.5,1699.8,17.0,5.8,1.45,48.1,12944.3,2089.0,78.1,88.5,5329.0,12456886.2,52.2,54.2,19.4,69.0,181.02,396.68,577.69,19.9,0.84
2019,13.3,8689.0,67.5,6255.6,61.0,20.0,51276.0,9.6,24.5,24.2,20.6,17324984.0,10337.0,11013.0,8384.0,10733.0,10.6,9.6,10.8,24.5,10.1,24.2,34.8,20.6,101.2,13.3,30865.8,106.1,103.9,12020.5,2848.3,6.6,14.2,0.4,38.5,71711.0,71711.0,30866.0,663.0,0.23,298326.8,22.2,1.12,61.0,20.0,51276.0,51276.0,20.8,189.0,67.5,13.0,13.0,1.44,22.2,1.12,1655487.2,1655487.2,84.31,20.8,57.2,122.0178,3969.2,693.0,1.0,1.0,3.0,3.0,1240.0,61.0,20.0,24396.0,14606.0,17451.0,2.4,2.3,102.9,3194.276,45377.1,1.3,1861.0,102.9,108.5,245.0,5.8,6.7,2064.0,3.1,59.3,28.5,80.4,83.3,389521.4,2150.0,83.3,89.4,389521.4,361083.1,102.1,0.3,98.75,105.8,2184380.0,0.3,98.75,105.8,74.0,257.0,338.0,65.0,139.0,68.0,450.3,60.5,99.1,116.2,120.5,189.2,5230.0,1169.7,1043.9,339.3,12.1,1.8,355.4,575.0,119.7,30.6,614.7,351.0,1096.1,13.7,263.0,1096.2,1744.3,13.3,5.7,2.15,45.0,30.9,1.0,1.07,11.5,34.1,3.3,8.9,6.26,10.5293,84.0,61.0,33.4,88.2,47.2,48.7,58.0,73.7,12.2,37.1,88.2,37.1,88.2,45.0,30.9,1.0,1.07,77.0,15.0,10.0,280.0,31.1,8.9,29.9,188.3,610.0,10.4,1.2,11.5,34.1,3.3,6.14,5.7,2.15,428.7,13.3,5.7,4.8,0.1,15.7,3.7,29.49,0.56,3.68,10.5,3861.0,3065.0,192.0,56.0,264.0,113799.0,261005.0,48494.0,2327.0,7804.0,50535.0,80.4,97.7,21.1,51.5,37.1,94.7,12307.0,1247.0,433.4,53155.0,22311.0,80214.0,133154.0,6652.0,17223.0,30497.0,80.4,97.7,101.8,103.5,25.7,9.0,13.3,5183.0,85.0,27.6,46.6,338.4,10.2,298.3,1876.8,60.5,6.4,11.0,3.3,188.0,265.0,27113.6,13.7,1592.5,15.0,4.9,1.28,47.3,15960.6,2349.0,72.7,89.4,5278.0,13167582.3,52.7,54.5,17.7,66.7,92.19,617.75,525.56,18.3,0.98
2020,13.0,6921.0,66.97,6241.6,281.0,15.0,451548.0,10.1,22.5,26.0,23.1,18886248.0,10793.0,11481.0,8722.0,11329.0,12.1,10.1,10.2,22.5,11.6,26.0,35.6,23.1,98.6,13.0,31519.4,102.1,100.3,14130.8,3498.4,6.3,13.3,0.391,36.5,72019.0,71692.0,31519.0,474.0,0.28,224416.2,27.4,1.02,281.0,15.0,451548.0,451548.0,20.9,356.0,66.97,17.0,17.0,2.9,27.4,1.02,1782577.8,1782577.8,80.67,20.9,56.9,100.96,4166.4,659.0,1.0,1.0,3.0,3.0,560.0,281.0,15.0,24395.0,11429.0,20354.0,2.4,2.3,256.4,138.0392,53892.4,0.5,1500.0,256.4,105.5,223.0,5.3,6.8,1866.0,3.0,60.9,25.3,86.3,87.6,409240.7,3014.0,87.6,90.9,409240.7,368512.4,97.8,0.1,99.2,97.1,2017583.371,0.1,99.2,97.1,72.0,258.0,332.0,63.0,140.0,66.0,463.0,59.3,98.9,115.9,120.6,182.1,5233.0,1142.8,1148.0,283.0,12.5,1.4,326.6,549.4,117.9,25.5,621.5,338.0,1029.7,13.2,254.3,1096.7,1698.9,2.7,6.5,1.78,28.0,25.3,1.0,0.31,11.4,60.3,2.9,7.4,5.68,10.2,80.1,54.2,29.9,87.6,26.2,49.6,57.1,72.0,7.5,38.7,87.6,38.7,87.6,22.9,25.3,1.0,1.0,33.0,5.0,5.5,174.0,21.2,7.4,23.2,188.9,675.0,8.7,1.0,11.4,60.3,2.9,6.21,6.5,1.78,493.0,2.7,6.5,5.5,0.2,15.3,4.1,35.2,0.27,1.39,10.23,28423.0,23513.0,1803.0,673.0,2143.0,97040.0,213056.0,43735.0,1101.0,6964.0,48605.0,80.2,96.7,20.8,54.3,37.2,95.3,12153.0,1240.0,439.6,53289.0,23538.0,85465.0,132256.0,5764.0,18025.0,29257.0,80.2,96.7,97.6,100.7,25.0,8.9,13.0,5072.0,87.1,24.1,50.8,253.7,7.7,224.4,1857.0,62.4,6.5,6.8,2.3,188.0,267.0,27216.9,13.2,2011.6,13.0,8.5,0.98,47.0,14614.3,2480.0,78.1,55.6,5890.0,15011899.2,53.2,54.8,17.1,66.1,91.64,418.45,510.09,19.1,0.86
2021,12.0,15304.0,68.74,6245.7,235.0,30.0,16227.0,9.3,21.8,26.0,22.1,20262216.0,11053.0,11753.0,9445.0,11642.0,10.6,9.3,10.0,21.8,11.0,26.0,34.0,22.1,103.5,12.0,35049.7,111.2,98.5,11758.1,2687.1,6.5,13.8,0.396,34.2,69904.0,69902.0,35050.0,4742.0,0.28,261569.7,36.8,1.02,235.0,30.0,16227.0,16227.0,21.2,495.0,68.74,35.0,35.0,5.673,36.8,1.02,1921180.3,1921180.3,82.96,21.2,56.9,166.05,4430.0,561.0,1.0,1.0,3.0,3.0,2938.0,235.0,30.0,24537.0,10599.0,23891.0,2.4,2.3,578.0347,157.044,54587.7,0.5,1600.0,578.0,108.7,194.0,4.6,7.8,3396.0,3.0,72.2,24.2,90.9,88.0,483970.4,6403.0,88.0,91.1,483970.4,427258.2,106.8,0.1,94.8,108.4,2625833.643,0.1,94.8,108.4,74.0,262.0,333.0,63.0,140.0,68.0,500.0,73.5,98.3,94.1,117.4,189.2,4699.0,856.3,948.7,331.4,13.6,1.9,335.3,532.8,117.3,24.1,625.0,331.9,982.7,14.4,315.5,1098.6,1374.4,27.9,7.8,2.59,22.2,25.1,5.0,0.6,10.8,96.6,4.56,7.8,5.68,10.6169,80.1,54.2,29.9,85.4,29.8,52.4,57.0,69.8,23.7,39.1,85.4,39.1,85.4,14.5,25.2,5.0,1.3,64.0,6.0,1.0,103.0,23.2,7.9,30.1,188.1,711.7,9.7,1.1,10.8,96.6,4.6,6.26,7.8,2.59,579.9,27.9,7.8,6.5,0.1,14.6,5.1,30.98,0.14,1.55,10.6,2695.0,2281.0,118.0,63.0,104.0,116275.0,250857.0,51245.0,2245.0,9276.0,48605.0,78.8,95.5,22.32,53.9,36.6,95.3,12082.0,1236.0,449.6,51873.0,22908.0,87634.0,129812.0,6596.0,18311.0,27648.0,78.8,95.5,106.3,102.6,27.3,7.8,12.0,5015.0,84.8,25.3,48.9,294.5,9.9,261.6,1965.0,64.5,6.9,10.9,3.3,188.0,269.0,27297.0,13.4,1453.4,30.0,8.9,0.87,47.8,14299.9,2522.0,82.2,73.2,5864.0,19241377.8,53.7,56.1,17.1,69.2,79.31,614.3,534.99,18.6,0.71
2022,10.5,23687.0,73.74,6271.7,235.0,30.0,4027.89,10.1,22.3,22.3,23.3,25792464.0,13085.0,14263.0,11253.0,13319.0,9.7,10.1,9.9,22.3,10.1,22.3,32.3,23.3,100.71,10.51,40008.01,114.11,101.5,11758.1,2687.1,6.2,12.9,0.386,34.2,66198.0,66198.0,40008.0,4742.0,0.24,232982.6,40.2,1.02,235.0,30.0,4027.89,4027.89,23.7,633.0,73.74,43.0,35.0,5.673,36.8,1.02,1921180.3,1921180.3,82.96,23.7,59.5,113.01,4317.2,561.0,1.0,1.0,3.0,3.0,2938.0,235.0,30.0,24617.0,10599.0,21972.0,2.4,2.3,283.38,201.0237,58702.7,0.5,1700.0,578.0,108.7,178.0,4.3,8.1,3509.0,3.0,76.3,22.3,93.9,91.4,483970.4,10703.0,91.4,94.5,483970.4,427258.2,106.8,0.0,96.2,110.11,3426166.359,0.0,96.2,110.11,74.0,262.0,333.0,63.0,140.0,68.0,500.0,73.5,98.3,94.1,117.4,189.2,4699.0,856.3,948.7,331.4,15.3,1.8,388.9,545.2,107.4,26.2,627.4,331.8,936.6,17.0,393.6,1101.9,1673.6,12.3,6.3,1.66,29.0,28.3,2.0,0.53,10.8,83.5,3.97,7.7,5.68,10.3388,80.1,54.2,29.9,85.4,44.4,52.4,59.0,72.01,9.7,39.1,85.4,39.1,85.4,23.4,28.4,2.0,1.7,109.0,5.0,4.0,125.0,23.9,7.7,25.2,188.1,711.7,9.7,1.1,10.8,96.6,4.6,6.26,7.8,2.59,579.9,27.9,7.8,6.5,0.1,14.6,5.1,30.98,0.14,1.55,10.3,2991.0,2492.0,124.0,58.0,152.0,120197.0,239182.0,45504.0,1978.0,8652.0,48605.0,80.8,97.2,22.32,53.9,36.6,95.3,11711.0,1229.0,464.4,51494.0,22492.0,89723.0,130472.0,6594.0,20022.0,26427.0,78.8,95.5,103.1,101.5,24.2,9.0,10.5,4964.0,84.8,25.3,48.9,294.5,9.9,261.6,1965.0,64.5,6.9,10.9,3.3,188.0,269.0,27297.0,13.4,1453.4,30.0,8.9,0.87,47.8,14299.9,2522.0,82.2,73.2,5864.0,19241377.8,56.1,57.5,17.1,69.2,79.31,614.3,534.99,18.6,0.71
Model,arch,arch,arch,arima,exp,arch,exp,exp,exp,exp,arch,arima,arch,arch,arch,arch,arch,exp,arch,exp,exp,exp,arima,arch,arch,arch,arch,arch,arch,exp,exp,arch,arch,arch,arima,arima,arch,arch,arima,arch,arima,arch,exp,exp,arch,exp,exp,arch,arch,arch,arch,arch,arch,arch,exp,arch,arch,arch,arch,arch,arch,arch,arch,arch,arch,arch,arch,arch,exp,arch,exp,exp,arch,exp,arch,arch,arima,arch,arch,arima,arch,exp,arch,arch,arch,arch,exp,arch,arch,arch,arch,arch,arch,arch,arch,arch,arch,arch,arima,arch,exp,arima,arima,arch,exp,exp,arch,exp,exp,arch,arima,arima,exp,arch,arch,exp,arch,arch,arch,arch,arch,arch,arch,arch,arch,arch,exp,arch,arch,arch,arch,arima,arch,arch,arch,arch,arch,exp,arch,arima,exp,arch,arima,arch,arch,arima,exp,arch,arch,arch,arch,arima,arch,exp,arima,arch,arch,arch,arch,arch,exp,arch,arima,arima,arch,exp,arima,exp,arch,arch,arima,exp,arch,arch,exp,arch,arch,arch,exp,arch,arch,arima,arch,arch,exp,arch,arch,arima,arch,exp,exp,exp,exp,exp,exp,exp,exp,exp,exp,arch,exp,arch,arch,arima,arch,arch,arch,arch,exp,arch,arch,arch,arch,arima,arch,arch,arch,arch,arch,arima,arch,exp,arch,arima,arch,arch,arch,arima,exp,exp,arima,arch,arch,arch,arch,arch,arima,arch,arch,arch,arch,arch,arima,arch,arch,exp,arch,arch,arch,arch,arch,arch,arch,arch,arch,exp,arima,arch,arima,arima,arch,arch
