ЦУР,2016,2017,2018,2019,2020,2021,2022,Model,2023_forecast,2024_forecast,mape
Т3.13.1,16.8,14.2,13.2,10.5,10.23,10.6,10.3,exp,10.300000004470348,10.300000004470348,0.13108351447895344
Т3.13.2,6108.0,5838.0,4860.0,3861.0,28423.0,2695.0,2991.0,exp,6167.39732945376,6167.39732945376,0.5812268695971264
Т3.13.3,4979.0,4626.0,3925.0,3065.0,23513.0,2281.0,2492.0,exp,5028.574198278696,5028.574198278696,0.5757031331627227
Т3.13.4,258.0,317.0,244.0,192.0,1803.0,118.0,124.0,exp,419.151079252771,419.151079252771,1.2325274454703763
Т3.13.5,93.0,114.0,112.0,56.0,673.0,63.0,58.0,exp,158.32885009335945,158.32885009335945,1.050520138119333
Т3.13.6,303.0,399.0,317.0,264.0,2143.0,104.0,152.0,exp,512.8196063714875,512.8196063714875,1.3846881824009247
4.2.1 (I группа здоровья),108986.0,108211.0,40435.0,113799.0,97040.0,116275.0,120197.0,exp,108703.15917761176,108703.15917761176,0.28881859816729916
4.2.1 (II группа здоровья),252743.0,259078.0,260946.0,261005.0,213056.0,250857.0,239182.0,exp,252581.14181823455,252581.14181823455,0.048312916198189414
4.2.1 (III группа здоровья),51585.0,50639.0,50478.0,48494.0,43735.0,51245.0,45504.0,arch,48811.42867196416,48811.42867196416,0.052237783723591176
4.2.1 (IV группа здоровья),1789.0,2648.0,2657.0,2327.0,1101.0,2245.0,1978.0,exp,2103.9272115767944,2103.9272115767944,0.24613529160943365
4.2.1 (V группа здоровья),7027.0,7373.0,7576.0,7804.0,6964.0,9276.0,8652.0,arch,7673.888006791779,7673.888006791779,0.07859474980245
4.3.1,23585.0,31949.0,38350.0,50535.0,48605.0,48605.0,48605.0,arch,41462.000061906365,41462.000061906365,0.2510434851445026
4.4.1.a,80.7,80.1,83.2,80.4,80.2,78.8,80.8,arima,80.6,80.6,0.010217762158029312
4.4.1.b,99.2,95.0,96.2,97.7,96.7,95.5,97.2,arch,96.70372671933838,96.70372671933838,0.010897174938338349
Т4.2.2,20.9,20.9,20.9,21.1,20.8,22.32,22.32,arch,21.194583944580238,21.194583944580238,0.023797363235911476
Т4.2.3,51.2,51.2,51.2,51.5,54.3,53.9,53.9,arch,52.402345956222405,52.402345956222405,0.02549862942539794
Т4.2.4,37.4,37.4,37.4,37.1,37.2,36.6,36.6,arch,37.12692271692158,37.12692271692158,0.007626901254692224
Т4.2.6,96.1,96.1,96.1,94.7,95.3,95.3,95.3,exp,95.30614806748369,95.30614806748369,0.0044721918666143935
Т4.3.3,12139.0,12232.0,12281.0,12307.0,12153.0,12082.0,11711.0,arch,12138.180021454424,12138.180021454424,0.0107757850409453
Т4.5.1,1264.0,1259.0,1249.0,1247.0,1240.0,1236.0,1229.0,arch,1246.0925120694385,1246.0925120694385,0.007780216852383726
Т4.5.2,407.0,417.9,425.5,433.4,439.6,449.6,464.4,arch,428.423598967456,428.423598967456,0.03516660952744869
Т4.5.3,51964.0,52657.0,53002.0,53155.0,53289.0,51873.0,51494.0,arch,52675.210877632395,52675.210877632395,0.011306586198412417
Т4.6.1,21752.0,22476.0,22379.0,22311.0,23538.0,22908.0,22492.0,arima,22550.85714285714,22550.85714285714,0.01694737408825592
Т4.6.2,72088.0,74047.0,76115.0,80214.0,85465.0,87634.0,89723.0,arch,80755.14256325469,80755.14256325469,0.07315513810095021
Т4.6.3,138584.0,134514.0,136425.0,133154.0,132256.0,129812.0,130472.0,arch,133602.42852745048,133602.42852745048,0.018593319950228726
Т4.7.1,7345.0,7567.0,6983.0,6652.0,5764.0,6596.0,6594.0,arch,6785.856894882914,6785.856894882914,0.06612464088766577
Т4.7.2,15040.0,16930.0,17117.0,17223.0,18025.0,18311.0,20022.0,arch,17524.000084176234,17524.000084176234,0.062433787083547236
Т4.7.3,39524.0,32096.0,31641.0,30497.0,29257.0,27648.0,26427.0,arch,31012.856979266402,31012.856979266402,0.09158613189916107
Т4.9.1,80.7,80.1,83.2,80.4,80.2,78.8,78.8,arima,80.31428571428572,80.31428571428572,0.01186623641378822
Т4.9.2,99.2,95.0,96.2,97.7,96.7,95.5,95.5,arch,96.32274454864364,96.32274454864364,0.01134749700679659
8.1.1,103.2,102.5,102.2,101.8,97.6,106.3,103.1,exp,102.38580664954384,102.38580664954384,0.01562290575796065
8.2.1,102.0,102.9,104.5,103.5,100.7,102.6,101.5,arch,102.5325563324317,102.5325563324317,0.009427858021592761
8.3.1,30.4,28.6,28.8,25.7,25.0,27.3,24.2,arima,27.142857142857142,27.142857142857142,0.06926428475683835
8.6.1,10.3,10.3,9.1,9.0,8.9,7.8,9.0,arch,9.151764241842494,9.151764241842494,0.06628048427603905
8.8.2,14.2,13.9,13.2,13.3,13.0,12.0,10.5,arch,12.972090455129345,12.972090455129345,0.07339156076158872
Т 8.10.1,4837.0,4773.0,4841.0,5183.0,5072.0,5015.0,4964.0,arch,4957.7127618015475,4957.7127618015475,0.023779163826841
"Т 9.2.1 (Перевезено грузов транспортом общего пользования1 – всего, млн тонн)",87.7,90.0,91.9,85.0,87.1,84.8,84.8,arima,87.32857142857142,87.32857142857142,0.02475951216898301
Т 9.2.1 (железнодорожным),18.3,25.3,30.1,27.6,24.1,25.3,25.3,exp,25.3,25.3,0.09644399474527274
Т 9.2.1 (автомобильным),60.4,54.6,49.2,46.6,50.8,48.9,48.9,exp,48.9,48.9,0.05537833055356599
"Т 9.2.2 (Перевезено пассажиров транспортом общего пользования1 – всего, млн чел.)",382.1,400.8,332.6,338.4,253.7,294.5,294.5,arima,328.0857142857143,328.0857142857143,0.12687522749321758
Т 9.2.2 (железнодорожным),13.3,10.2,10.1,10.2,7.7,9.9,9.9,arch,9.926250104339625,9.926250104339625,0.08842446533433265
Т 9.2.2 (автомобильным),320.0,349.9,284.7,298.3,224.4,261.6,261.6,arch,285.0030725173329,285.0030725173329,0.11278116347578947
"Т 9.2.3 (Число абонентских станций (абонентских устройств), подключенных к сетям подвижной радиотелефонной (сотовой) связи)",1748.4,1787.2,1746.5,1876.8,1857.0,1965.0,1965.0,arch,1849.4138648267842,1849.4138648267842,0.04111908792025738
"Т 9.3.1 (Грузооборот по видам транспорта, млрд тонно-км)",55.8,55.9,59.5,60.5,62.4,64.5,64.5,arch,60.64079897238708,60.64079897238708,0.04870272259334079
Т 9.3.2,5.7,5.5,6.0,6.4,6.5,6.9,6.9,arch,6.282239311937024,6.282239311937024,0.07462504047216637
Т 9.3.3,9.4,8.9,9.9,11.0,6.8,10.9,10.9,arima,9.685714285714287,9.685714285714287,0.1295682354333171
Т 9.3.4,3.6,3.5,3.1,3.3,2.3,3.3,3.3,arch,3.2039934873659615,3.2039934873659615,0.10120581130944066
Т 9.3.5,182.0,189.0,188.0,188.0,188.0,188.0,188.0,arch,187.99999969735293,187.99999969735293,0.00546543517793909
Т 9.3.6,262.0,263.0,264.0,265.0,267.0,269.0,269.0,arch,264.68195212384364,264.68195212384364,0.008743045541156536
"Т 9.3.7 (Общая протяженность автомобильных дорог местного значения, км)",26945.9,26981.6,27125.0,27113.6,27216.9,27297.0,27297.0,arch,27135.806947544246,27135.806947544246,0.004110035063555215
Т 9.3.8,13.1,13.3,13.5,13.7,13.2,13.4,13.4,arch,13.37989077397527,13.37989077397527,0.010894945092250039
Т 9.3.9,1783.4,1642.5,1699.8,1592.5,2011.6,1453.4,1453.4,arima,1662.3714285714286,1662.3714285714286,0.08671806743211266
Т 9.3.10,24.0,15.0,17.0,15.0,13.0,30.0,30.0,arch,18.845449143262503,18.845449143262503,0.2899059992336137
Т 9.3.11,14.5,10.6,5.8,4.9,8.5,8.9,8.9,arch,8.482280392256177,8.482280392256177,0.27204200231339465
Т 9.3.12,1.68,1.12,1.45,1.28,0.98,0.87,0.87,exp,0.8970084594947072,0.8970084594947072,0.20885313334305136
Т 9.3.13,48.0,48.9,48.1,47.3,47.0,47.8,47.8,arch,47.80276974574468,47.80276974574468,0.008650301588623161
Т 9.3.14,13663.8,13102.3,12944.3,15960.6,14614.3,14299.9,14299.9,arch,14284.83668469041,14284.83668469041,0.05270167541787946
Т 9.3.15,1984.0,1995.0,2089.0,2349.0,2480.0,2522.0,2522.0,arch,2341.713968264895,2341.713968264895,0.09669963390746876
Т 9.3.16,79.6,77.9,78.1,72.7,78.1,82.2,82.2,arch,78.59128160998702,78.59128160998702,0.028995145127229397
Т 9.3.17,77.9,78.2,88.5,89.4,55.6,73.2,73.2,arch,76.64220851914806,76.64220851914806,0.11218059817597432
Т 9.3.19,5362.0,5160.0,5329.0,5278.0,5890.0,5864.0,5864.0,arch,5535.284835074707,5535.284835074707,0.05211993835631906
"Т 9.3.20 (Затраты на внедрение и использование цифровых технологий, тысяч рублей)",8418616.7,10920694.7,12456886.2,13167582.3,15011899.2,19241377.8,19241377.8,arch,14065490.671422647,14065490.671422647,0.2510129893027672
Т 9.4.1,51.2,51.7,52.2,52.7,53.2,53.7,56.1,arch,52.84487649601443,52.84487649601443,0.02142815370354586
Т 9.4.2,55.3,55.8,54.2,54.5,54.8,56.1,57.5,arch,55.39971408429502,55.39971408429502,0.015367629481928087
Т 9.5.2 (Доля валовой добавленной стоимости отрасли «Обрабатывающее производство» в ВРП),18.5,19.2,19.4,17.7,17.1,17.1,17.1,exp,17.1,17.1,0.048215097398764124
Т 9.6 (ВДС обрабатывающих производств в пересчете на душу населения),60.2,64.1,69.0,66.7,66.1,69.2,69.2,arima,66.35714285714286,66.35714285714286,0.03814103327789262
9.а.1 (Обязательства в млн дол США),24.2,277.67,181.02,92.19,91.64,79.31,79.31,arch,112.25724855420651,112.25724855420651,0.8411157053688301
9.а.2 (Изьято в млн дол США),215.59,476.03,396.68,617.75,418.45,614.3,614.3,arima,479.01428571428573,479.01428571428573,0.32078224767930635
9.а.3 (Поступило в млн дол США),191.39,198.36,577.69,525.56,510.09,534.99,534.99,arima,439.01,439.01,0.4871279518428336
9.b.1 (Доля продукции высокотехнологичных и наукоемких отраслей в валовом внутреннем продукте (%)),19.0,20.3,19.9,18.3,19.1,18.6,18.6,arch,19.062496088959563,19.062496088959563,0.028528063722803965
"Т 9.9 (Внутренние затраты на исследования и разработки, 
в % к ВРП)",0.99,0.91,0.84,0.98,0.86,0.71,0.71,arch,0.8627173834827742,0.8627173834827742,0.10865677472497377
