ЦУР,1.5.1 Погибшие,Т.1.4.3,11.2.1(тыс. чел.),11.5.1 погибшие,13.1.1 погибшие,16.1.1 (чел),16.1.1 (%),"Т 16.7 (возрасте 15-72 лет, использующего многофункциональный центр (МФЦ))",2.1.1,2.b.1,Т2.2.1,Т2.3.4,Т2.4.2,Т2.6.4,Т2.7.2,Т2.7.3,Т2.7.4,Т2.8.1,Т2.8.3,3.3.2,3.3.4,3.4.2,3.5.2,3.6.1,3.7.1 (возраст 30-34 лет),3.7.1 (возраст 35-39 лет),Т3.6.2,Т3.6.4,Т3.6.5,Т3.6.8,Т3.6.11,Т3.7.3,Т3.7.4,Т3.8.3,Т3.8.4,Т.3.10.6 (в возрасте 15-19 лет),Т3.13.1,4.2.1 (III группа здоровья),Т4.2.6,Т4.5.1,Т4.6.3,Т4.7.1,Т4.7.3,8.3.1,8.6.1,"Т 9.2.2 (Перевезено пассажиров транспортом общего пользования1 – всего, млн чел.)",Т 9.2.2 (железнодорожным),Т 9.2.2 (автомобильным),Т 9.3.4,Т 9.3.12,Т 9.3.13
3.3.4,0.7640539810034996,0.8559140889517332,0.9767477064332214,0.7640539810034996,0.7640539810034996,0.9402238524601396,0.9419336990505046,0.9886394139808921,0.9771581357480821,0.8180793420762461,0.9771581357480821,0.9793461793816312,0.9296393838616187,0.8698296479052178,0.9812580142033924,0.9772361942213039,0.9371648225549988,0.8039278257626001,0.9499583481537506,0.9943277157182764,1.0,0.8113432228439624,0.923748854673556,0.9749967206362724,0.9810189979842606,0.909507997534308,0.9943437366849818,0.9022040733058017,0.9232579472267604,0.9794229438901044,0.940484217373397,0.9675535229407757,0.9561781721939495,0.782893939396794,0.9668230215524602,0.9607912276571791,0.9754527227453257,0.9089908860715125,0.9113807749132459,0.976832745608262,0.9478469212690257,0.97306121009222,0.942828303034705,0.9551879686132232,0.9428821602879579,0.986948053441649,0.8895082484208167,0.9736026578325627,0.857203015915078,0.9214995357470483,0.913961223680971
3.4.2,0.98460716717829,0.9544008644375086,0.7479505655488966,0.98460716717829,0.98460716717829,0.8249058576576609,0.8265431547545398,0.7864986725083307,0.8217466833449314,0.8186653025934565,0.8217466833449314,0.7991970075444929,0.801568452029149,0.7035695636123018,0.8663430513883947,0.737285071698458,0.8381007035284587,0.7639462169139017,0.7070875947567895,0.7844774673769392,0.8113432228439624,1.0,0.915198424676858,0.8879388189462005,0.8245155298367124,0.7398242781716482,0.7853874532221427,0.8633404556821901,0.7633638379070077,0.8388017805345862,0.9168618304972264,0.915375030057985,0.9247763204650452,0.9935129237460505,0.780326642393026,0.8925172672098286,0.8852125529302959,0.8297909634301226,0.7825005769240958,0.793147835503515,0.8064450365980678,0.8064194135799905,0.8823336971718606,0.8610162146720883,0.7517709656190558,0.7848077918709357,0.9585379367130924,0.7553520060651698,0.8424940956958282,0.8209259421945163,0.717223809826132
3.5.2,0.9195698713145821,0.9663877325074288,0.8700178229472642,0.9195698713145821,0.9195698713145821,0.9709122451044306,0.9719825695084845,0.9280015655638585,0.9593706178536676,0.796776492841476,0.9593706178536676,0.9019039051977816,0.820036631907643,0.8309883692433283,0.9576948022681377,0.9019478734093402,0.8699107559804272,0.707460351787688,0.878022277646063,0.9098381353124102,0.923748854673556,0.915198424676858,1.0,0.9584641421184641,0.9647713923314098,0.9198564204254708,0.909663202115144,0.8336947505241704,0.8120160109999457,0.969082371452357,0.957245798315289,0.97725114702369,0.9853332224928114,0.8910066162943503,0.8753631211172249,0.9753130903399035,0.956823858921279,0.8468737331179544,0.8270905198820958,0.9377157134253173,0.9544759913619287,0.8651362213771975,0.9885842130873993,0.9161954042660361,0.894298471459985,0.8919896784569371,0.9419080390288846,0.8623864493765073,0.8036097161197562,0.9659979849681448,0.7459944988282811
3.6.1,0.8537504896514769,0.9196679345957505,0.9165353065754241,0.8537504896514769,0.8537504896514769,0.9500927457915079,0.9522138081652513,0.9695899558844142,0.9696776541780382,0.8544200959990239,0.9696776541780382,0.9585249604354886,0.9310125753234918,0.8277918535925332,0.9952177513069432,0.950102776489285,0.9402460779218312,0.812495458342251,0.9274174096634097,0.967044544476712,0.9749967206362724,0.8879388189462005,0.9584641421184641,1.0,0.9630620698343919,0.8634978672712987,0.9671373402851655,0.9165485255038127,0.8842380495362214,0.9833263497110545,0.9462918217694116,0.9872857602429748,0.986624627725694,0.8624266150388367,0.9670830493986292,0.9896824289799514,0.9999684537090484,0.8871979297385357,0.9416788503991242,0.9635950979189226,0.9630752742051587,0.9333772245686877,0.9745653633457746,0.96955064183869,0.933215667508299,0.9373054744116289,0.9123018322548935,0.9116885603154836,0.8173750046286936,0.9335507990417682,0.8740185374507111
3.7.1 (возраст 30-34 лет),0.8052392037185245,0.896782994086461,0.9557957780534957,0.8052392037185245,0.8052392037185245,0.9773249942039842,0.9782504858918949,0.9828329230344904,0.9917344364253148,0.7845488054873434,0.9917344364253148,0.9549705498344303,0.8610295314950762,0.8785047106803546,0.9733462344528622,0.9708991405168725,0.8930420516631274,0.7281022170750457,0.9412793158285131,0.9728409128069405,0.9810189979842606,0.8245155298367124,0.9647713923314098,0.9630620698343919,1.0,0.9624901662432189,0.9724868117682084,0.8472992451790541,0.8721964126981816,0.9911367066384872,0.9507994120984369,0.9707076956577662,0.9663065922261438,0.7925135415798685,0.9255286662931129,0.9674336778636424,0.9627108486694987,0.8801654268152727,0.8516399773358255,0.9822243383378039,0.9688310464872807,0.9295570867613927,0.9721886875246157,0.9334767751484104,0.9364918366677716,0.9647780786604304,0.9073287933197496,0.9462921773717147,0.8315562691256316,0.9656400377607924,0.8282965676365813
3.7.1 (возраст 35-39 лет),0.7452012521759178,0.8253174840672912,0.9137921933390712,0.7452012521759178,0.7452012521759178,0.9368656729657503,0.9359438948219108,0.9165363500639093,0.9458358096151832,0.701191338581025,0.9458358096151832,0.8668295315257758,0.7480558308245245,0.8487715237786171,0.8795439103009695,0.915968273069068,0.7771826093687769,0.6196658433922503,0.8740607022374219,0.8987122611685096,0.909507997534308,0.7398242781716482,0.9198564204254708,0.8634978672712987,0.9624901662432189,1.0,0.8980231201761516,0.7154766486922641,0.7957980442383722,0.9262936372246292,0.9060912591393891,0.889280206031873,0.8856189329649238,0.7084255635508789,0.8244860119968663,0.8784102494858436,0.8624117567460118,0.8372412240875825,0.7195745772524776,0.9228158508558229,0.916356992896485,0.8588294900202699,0.910401883432803,0.8482394279289992,0.8587105900801721,0.9116189987694449,0.8560121361227188,0.8999136023504186,0.7983787669551686,0.9500387312008333,0.7277367472255292
Т3.6.2,0.7442684473480612,0.8442431295745003,0.9636846359529377,0.7442684473480612,0.7442684473480612,0.9270267215498884,0.9299712656964926,0.9807026581433446,0.9626380275182456,0.8278617028179867,0.9626380275182456,0.9783330197200092,0.9291407218236374,0.8760036780362523,0.9762678765580981,0.9709702737929786,0.9467965024272477,0.8257725092119287,0.972766569767788,0.9999935926192923,0.9943437366849818,0.7853874532221427,0.909663202115144,0.9671373402851655,0.9724868117682084,0.8980231201761516,1.0,0.9136371930251336,0.9404252714950803,0.9752011527359796,0.908180334326118,0.9573070914056621,0.9453062926759666,0.764511410160984,0.9678736504374095,0.9536263772876522,0.9677637338756511,0.8694969521941088,0.9155036585533765,0.9648444349547187,0.9458001839211174,0.9676885536881032,0.9290802513735286,0.9275931448780497,0.9656601778727304,0.9820431697694391,0.870244498733139,0.9697915884227635,0.842438347634272,0.910650870506533,0.9177335206137752
Т3.6.4,0.8086359409790816,0.8543638748487025,0.8488011001645406,0.8086359409790816,0.8086359409790816,0.7907335490022298,0.7967114000057555,0.8560038130477007,0.8263690171761187,0.8695397682226595,0.8263690171761187,0.9129239372752933,0.9267047534004342,0.7987856256223518,0.9128181434059299,0.8179828888898533,0.970807006739296,0.9289926755280611,0.8655671725367943,0.9125120919849076,0.9022040733058017,0.8633404556821901,0.8336947505241704,0.9165485255038127,0.8472992451790541,0.7154766486922641,0.9136371930251336,1.0,0.9470955977283068,0.8690914415522463,0.8448660292856653,0.9167933081194337,0.9044228121316091,0.8708167950691085,0.8934721275187401,0.8974206546653468,0.916354510355499,0.8040114062809863,0.8952963184508942,0.8318567389371647,0.8141764661154245,0.9263458661020038,0.8327566697785158,0.8505300129871675,0.8942723557396455,0.8973369266962785,0.8889054597576789,0.886068335560575,0.8840272851045299,0.7633368604681318,0.9144137811353654
Т3.6.5,0.710348860576538,0.7658547362846289,0.9095779745263127,0.710348860576538,0.710348860576538,0.7867510599128871,0.7921460132277773,0.8697167149511577,0.8366218797070311,0.8260707203321245,0.8366218797070311,0.9248803024419624,0.9247028071221278,0.8574293538523464,0.8910602241711291,0.8443030718434773,0.963814286357404,0.9086021754198861,0.8967004248804584,0.9394081140779003,0.9232579472267604,0.7633638379070077,0.8120160109999457,0.8842380495362214,0.8721964126981816,0.7957980442383722,0.9404252714950803,0.9470955977283068,1.0,0.8658708190114768,0.8446166545987097,0.8952580761235447,0.8738369769631366,0.7754710102959679,0.8884834538998978,0.8639557592368574,0.8841394734374681,0.8322929343702454,0.8592080387474321,0.8406824906221839,0.8087801619309672,0.9683953341408189,0.8039856954089476,0.827964145406134,0.9108069700774909,0.9491494829545263,0.8458281117382603,0.9528593423327678,0.9119363927651846,0.7735402184358703,0.9555085243129919
Т3.6.8,0.8209658169204297,0.9147151665783233,0.9340146572872566,0.8209658169204297,0.8209658169204297,0.9829009478788613,0.9845199920481618,0.9872613233897356,0.99039002162871,0.8050465017308203,0.99039002162871,0.9616924361970349,0.8788245625955222,0.8671965041016951,0.990614147385774,0.9746482878956813,0.9109364077862095,0.747005262257113,0.9567746181774808,0.9755936413172991,0.9794229438901044,0.8388017805345862,0.969082371452357,0.9833263497110545,0.9911367066384872,0.9262936372246292,0.9752011527359796,0.8690914415522463,0.8658708190114768,1.0,0.9359443139899051,0.9785907081144251,0.9779338218086652,0.8074526913792134,0.94793585301007,0.9866493107042293,0.9833758395345327,0.8575634499798377,0.8943099112223072,0.986424380004228,0.9837473159204138,0.9162704755207868,0.9861316438952951,0.9437759959951728,0.9547268786187859,0.9473502137112638,0.8953541248786862,0.9236597594555571,0.7932584685873533,0.9641101254615078,0.8317345918892645
Т3.6.11,0.8799332513348013,0.9054830683948203,0.9240280761919935,0.8799332513348013,0.8799332513348013,0.925799257378462,0.9251346404691391,0.9242828510531096,0.9500401744988956,0.7929446277179545,0.9500401744988956,0.908119840961163,0.8698459873698461,0.813365542071447,0.9390077010309839,0.8970405073992229,0.8748378750177795,0.7378040055995215,0.8208718075210611,0.9078221176172427,0.940484217373397,0.9168618304972264,0.957245798315289,0.9462918217694116,0.9507994120984369,0.9060912591393891,0.908180334326118,0.8448660292856653,0.8446166545987097,0.9359443139899051,1.0,0.966837432181089,0.963807222982666,0.8872466660435124,0.8812117423597415,0.9417283011028268,0.9447527927948962,0.9563636293918517,0.8288672150982312,0.9273137201404889,0.9013838003252894,0.9273907765696414,0.9448136118934236,0.9568480354175325,0.8323541894862437,0.9311774763347587,0.9556736160875673,0.912604952414797,0.8947801153307714,0.9205996725023708,0.8260624152959775
Т3.7.3,0.8880469426185726,0.9479552106108879,0.9233791224906215,0.8880469426185726,0.8880469426185726,0.9546831591009021,0.9570188735233751,0.95685968436367,0.9611825363022594,0.8198853833651009,0.9611825363022594,0.9608858827292899,0.8944933727096107,0.8702348597708638,0.9888214002797455,0.9246936385133689,0.9473334614287359,0.7880475491156314,0.9117635550357098,0.9570666937872956,0.9675535229407757,0.915375030057985,0.97725114702369,0.9872857602429748,0.9707076956577662,0.889280206031873,0.9573070914056621,0.9167933081194337,0.8952580761235447,0.9785907081144251,0.966837432181089,1.0,0.9982773163340705,0.8946232116748405,0.9233822290433278,0.9920263462772767,0.986449520798612,0.8854803721592074,0.8858310383379883,0.9557417633568549,0.9407383206539076,0.935031446200157,0.9760598936755478,0.9444432540023584,0.931739884045488,0.9475180810048853,0.947392079128004,0.9255267926402,0.8615899630285003,0.9273418775926404,0.8506466394858635
Т3.7.4,0.904856729747257,0.9597322092112414,0.9042372670079355,0.904856729747257,0.904856729747257,0.9593147920554659,0.9615063922571019,0.9498168090521049,0.9598193022201373,0.8213200660756762,0.9598193022201373,0.9479782650199863,0.8825322700200634,0.856442879041948,0.9861397270726486,0.9179993417019148,0.934476741863622,0.7752726929168815,0.9042558297167553,0.9451435757705571,0.9561781721939495,0.9247763204650452,0.9853332224928114,0.986624627725694,0.9663065922261438,0.8856189329649238,0.9453062926759666,0.9044228121316091,0.8738369769631366,0.9779338218086652,0.963807222982666,0.9982773163340705,1.0,0.9035756764872992,0.9169191971269446,0.9938373208250536,0.9856402262213412,0.8735623503018449,0.8829888356613442,0.9513899700102132,0.9465221891788667,0.9156895424450748,0.9832312144340075,0.9421226843483723,0.9250629024761575,0.9293283311839311,0.9467717909142664,0.9039820475931377,0.8412916689466099,0.935571162762434,0.8268669522104624
Т3.8.3,0.9832740405445534,0.9380188108766658,0.7143846899569942,0.9832740405445534,0.9832740405445534,0.7832219379034288,0.7860006359678764,0.746896601488707,0.7815605965961189,0.8318276213954259,0.7815605965961189,0.7731792038061891,0.7947213078110088,0.6875407918520449,0.8389070057777395,0.6944704553963971,0.8375471458416937,0.7933139696640645,0.6897877047892608,0.7633491564790328,0.782893939396794,0.9935129237460505,0.8910066162943503,0.8624266150388367,0.7925135415798685,0.7084255635508789,0.764511410160984,0.8708167950691085,0.7754710102959679,0.8074526913792134,0.8872466660435124,0.8946232116748405,0.9035756764872992,1.0,0.7554813857924719,0.8659772177474521,0.8593382452957161,0.798079650987793,0.7663689017456252,0.7494127986842938,0.7738582816035434,0.7943793916788868,0.8476269443831227,0.8213028643178196,0.7405491936093961,0.7628790261474075,0.9499218088416412,0.7356256108963584,0.8483087668371646,0.7885114178965243,0.7134885724158008
Т3.8.4,0.7312630740845523,0.8057846114642591,0.9103663287852333,0.7312630740845523,0.7312630740845523,0.8911059751483431,0.8931015507496196,0.956749077184479,0.9446985750178767,0.882787362314043,0.9446985750178767,0.9319483424784191,0.9689866945478472,0.7650026378793973,0.9574668012523502,0.961047842234457,0.9087416203008533,0.8546084900558184,0.9338987238459999,0.9678583670390505,0.9668230215524602,0.780326642393026,0.8753631211172249,0.9670830493986292,0.9255286662931129,0.8244860119968663,0.9678736504374095,0.8934721275187401,0.8884834538998978,0.94793585301007,0.8812117423597415,0.9233822290433278,0.9169191971269446,0.7554813857924719,1.0,0.9294669423355838,0.9682603789025525,0.8791830085665299,0.9796609848627634,0.9368798243057413,0.9478451200618804,0.9368586197105151,0.9102582784989093,0.9586982086182616,0.9127675990534546,0.9254018917392818,0.826426469709448,0.9051616941937756,0.7754246977921588,0.9002442590647054,0.9229913235232852
Т.3.10.6 (в возрасте 15-19 лет),0.8721285524567095,0.9488901119186279,0.9090892061684853,0.8721285524567095,0.8721285524567095,0.9723567391779478,0.9745602151694917,0.9665921835035822,0.9652953939916632,0.7965817160448615,0.9652953939916632,0.963029277150847,0.8775695059243065,0.8739513241994572,0.9947692819569721,0.9390552094500428,0.9374452947261922,0.7548790038181264,0.9304618924401874,0.9537318702723764,0.9607912276571791,0.8925172672098286,0.9753130903399035,0.9896824289799514,0.9674336778636424,0.8784102494858436,0.9536263772876522,0.8974206546653468,0.8639557592368574,0.9866493107042293,0.9417283011028268,0.9920263462772767,0.9938373208250536,0.8659772177474521,0.9294669423355838,1.0,0.9894872510051784,0.8507780636144692,0.8986167894412037,0.9693308524035423,0.957195092399318,0.9041239046021433,0.988292572404319,0.9415488819644654,0.947040104496071,0.9276729626231647,0.9111641733334426,0.9025104007103506,0.7986513006182152,0.9323741191903887,0.8278390144447777
Т3.13.1,0.8504598238374511,0.9177132304428676,0.9173375219455467,0.8504598238374511,0.8504598238374511,0.9500985667316856,0.9522119914692608,0.9706009513555394,0.9697102798256134,0.8529717197289299,0.9697102798256134,0.9595751353708162,0.9315496031489174,0.8285456294314404,0.9954768928631905,0.95148606569185,0.9405866488839822,0.8119445794335617,0.9287750101967385,0.9676828281645995,0.9754527227453257,0.8852125529302959,0.956823858921279,0.9999684537090484,0.9627108486694987,0.8624117567460118,0.9677637338756511,0.916354510355499,0.8841394734374681,0.9833758395345327,0.9447527927948962,0.986449520798612,0.9856402262213412,0.8593382452957161,0.9682603789025525,0.9894872510051784,1.0,0.8865827500921354,0.9431565500016037,0.9645106923050824,0.9631156502286451,0.9333103396576096,0.9740598760048327,0.9698113618596731,0.9341395183025982,0.9375441606641416,0.9095175443603173,0.9120880073761514,0.8151931123310157,0.9325182442316178,0.8753668722424467
4.2.1 (III группа здоровья),0.7596375068402382,0.7656246769874536,0.9182057908271795,0.7596375068402382,0.7596375068402382,0.8296228518235499,0.827334480016589,0.8800023829021849,0.895395665441783,0.7884506429132663,0.895395665441783,0.8598137903949886,0.9028576105934498,0.7302617575170166,0.8701320492140835,0.869586121797812,0.825957729692987,0.7624779840055697,0.7535608202243738,0.8688654308713886,0.9089908860715125,0.8297909634301226,0.8468737331179544,0.8871979297385357,0.8801654268152727,0.8372412240875825,0.8694969521941088,0.8040114062809863,0.8322929343702454,0.8575634499798377,0.9563636293918517,0.8854803721592074,0.8735623503018449,0.798079650987793,0.8791830085665299,0.8507780636144692,0.8865827500921354,1.0,0.8378205525403485,0.8714945475800122,0.8288650623410153,0.9333001574416143,0.847335431030148,0.9533322782681065,0.7442123946418094,0.9089386686099535,0.8747695052094541,0.9012383056933994,0.8907357082751177,0.8419322582305975,0.8835452215426771
Т4.2.6,0.7308242931441691,0.780025728129149,0.8385967590236106,0.7308242931441691,0.7308242931441691,0.8312606207977464,0.8339404496825052,0.8999935812751921,0.8798099531283993,0.887254685535325,0.8798099531283993,0.8908283638761716,0.9707165432618268,0.7106866009475676,0.9236687975433427,0.9007675934535406,0.9019837243094033,0.8767960488702817,0.8875916311977577,0.9152317039450295,0.9113807749132459,0.7825005769240958,0.8270905198820958,0.9416788503991242,0.8516399773358255,0.7195745772524776,0.9155036585533765,0.8952963184508942,0.8592080387474321,0.8943099112223072,0.8288672150982312,0.8858310383379883,0.8829888356613442,0.7663689017456252,0.9796609848627634,0.8986167894412037,0.9431565500016037,0.8378205525403485,1.0,0.8784767871433302,0.8982400759658964,0.8904239977733369,0.8670405236733918,0.932189300876245,0.8751034169005525,0.8590961059076891,0.7788061491085021,0.837279719912738,0.7228147219394494,0.8340855953163698,0.9162439602883219
Т4.5.1,0.7621382353234142,0.8731607593274894,0.9582865839743815,0.7621382353234142,0.7621382353234142,0.9830758191603722,0.9831894680545701,0.9968782618076266,0.9876240270290095,0.7338081843540929,0.9876240270290095,0.9701067880901586,0.8585500922801936,0.8884140071347886,0.9782045993483354,0.9880644132416753,0.8925809284465939,0.688986117342856,0.9452558832743726,0.9654617013778936,0.976832745608262,0.793147835503515,0.9377157134253173,0.9635950979189226,0.9822243383378039,0.9228158508558229,0.9648444349547187,0.8318567389371647,0.8406824906221839,0.986424380004228,0.9273137201404889,0.9557417633568549,0.9513899700102132,0.7494127986842938,0.9368798243057413,0.9693308524035423,0.9645106923050824,0.8714945475800122,0.8784767871433302,1.0,0.9621333785114371,0.9083208877045944,0.9705466811295277,0.9473748020204488,0.9373054366109485,0.9506788892701706,0.8506967923245251,0.9331307412584007,0.7701967285975462,0.9381294558506811,0.8358428300336646
Т4.6.3,0.8041213049331598,0.8866370943547058,0.8828065659303521,0.8041213049331598,0.8041213049331598,0.9686862959107959,0.969598756045848,0.9632640516315791,0.9822697104244394,0.8333422209608791,0.9822697104244394,0.906605626416691,0.8641848815606639,0.7893063201253008,0.961194536843012,0.9669530251367895,0.8482206924281804,0.7329436485566987,0.9393077862309596,0.9464779380196193,0.9478469212690257,0.8064450365980678,0.9544759913619287,0.9630752742051587,0.9688310464872807,0.916356992896485,0.9458001839211174,0.8141764661154245,0.8087801619309672,0.9837473159204138,0.9013838003252894,0.9407383206539076,0.9465221891788667,0.7738582816035434,0.9478451200618804,0.957195092399318,0.9631156502286451,0.8288650623410153,0.8982400759658964,0.9621333785114371,1.0,0.8694039002738836,0.9747745690334239,0.9335494002694436,0.9215535818193896,0.8962003467339559,0.8582754835594449,0.8656578149795262,0.7250578559933408,0.9849525672915533,0.7867277143500926
Т4.7.1,0.7406711129259944,0.7975184975928593,0.9651584303983782,0.7406711129259944,0.7406711129259944,0.8527614747354848,0.8552001691562652,0.9309660536941229,0.9152227203341625,0.8400925319717942,0.9152227203341625,0.9488775336947122,0.9545703272344639,0.838801072950383,0.9328404004126033,0.9134708947076059,0.9445628907419915,0.8721737297372203,0.8928702991539007,0.9669431094000116,0.97306121009222,0.8064194135799905,0.8651362213771975,0.9333772245686877,0.9295570867613927,0.8588294900202699,0.9676885536881032,0.9263458661020038,0.9683953341408189,0.9162704755207868,0.9273907765696414,0.935031446200157,0.9156895424450748,0.7943793916788868,0.9368586197105151,0.9041239046021433,0.9333103396576096,0.9333001574416143,0.8904239977733369,0.9083208877045944,0.8694039002738836,1.0,0.8669073288295608,0.9238435890351056,0.8922023641266075,0.9845801246342732,0.8915761860492424,0.9814237923885781,0.9301047970202377,0.8483761006039731,0.9626765491029607
Т4.7.3,0.8770469441750485,0.9493293542717413,0.8903116102408616,0.8770469441750485,0.8770469441750485,0.9902061865298161,0.9908358897057008,0.9608443604396436,0.978051177756856,0.779716732608858,0.978051177756856,0.928531041183898,0.8368524162549216,0.8425138710657926,0.9774227862545121,0.9420885690458796,0.8780655366129166,0.6939577170148657,0.9090499178243786,0.9295441724200028,0.942828303034705,0.8823336971718606,0.9885842130873993,0.9745653633457746,0.9721886875246157,0.910401883432803,0.9290802513735286,0.8327566697785158,0.8039856954089476,0.9861316438952951,0.9448136118934236,0.9760598936755478,0.9832312144340075,0.8476269443831227,0.9102582784989093,0.988292572404319,0.9740598760048327,0.847335431030148,0.8670405236733918,0.9705466811295277,0.9747745690334239,0.8669073288295608,1.0,0.940687552400853,0.9162751116003379,0.9006809465902491,0.903796316752506,0.8708513880022634,0.7609033974775552,0.9673265842971926,0.7680750458819223
8.3.1,0.8073963879707582,0.852362406430146,0.9182911671847442,0.8073963879707582,0.8073963879707582,0.9191728105264374,0.9182367996142841,0.9521029008032549,0.961062549447965,0.8324450470591925,0.961062549447965,0.9172288992754445,0.9330385698997747,0.7579285211045932,0.9548865034352958,0.9449183621670996,0.8745503242237457,0.7731590085049944,0.8551770426317898,0.9275217764552414,0.9551879686132232,0.8610162146720883,0.9161954042660361,0.96955064183869,0.9334767751484104,0.8482394279289992,0.9275931448780497,0.8505300129871675,0.827964145406134,0.9437759959951728,0.9568480354175325,0.9444432540023584,0.9421226843483723,0.8213028643178196,0.9586982086182616,0.9415488819644654,0.9698113618596731,0.9533322782681065,0.932189300876245,0.9473748020204488,0.9335494002694436,0.9238435890351056,0.940687552400853,1.0,0.8443212170647753,0.9160247855580382,0.8802585763828145,0.8928956514273807,0.8081218976867467,0.9163220418441034,0.8757758227768249
8.6.1,0.7385000293421291,0.8572899979889741,0.9024207640489553,0.7385000293421291,0.7385000293421291,0.9211826888590309,0.925952905932244,0.9460693669748547,0.9140513585005314,0.7593108293785196,0.9140513585005314,0.9644865190955437,0.8522109278371524,0.9205898747883908,0.9562792143843998,0.9285358044654909,0.9459401305728369,0.7742127444986531,0.9912364929491152,0.9659454633602848,0.9428821602879579,0.7517709656190558,0.894298471459985,0.933215667508299,0.9364918366677716,0.8587105900801721,0.9656601778727304,0.8942723557396455,0.9108069700774909,0.9547268786187859,0.8323541894862437,0.931739884045488,0.9250629024761575,0.7405491936093961,0.9127675990534546,0.947040104496071,0.9341395183025982,0.7442123946418094,0.8751034169005525,0.9373054366109485,0.9215535818193896,0.8922023641266075,0.9162751116003379,0.8443212170647753,1.0,0.9284601406576829,0.8135454226913272,0.9162554518858073,0.7564518568776957,0.8722128481455926,0.8490767046496531
"Т 9.2.2 (Перевезено пассажиров транспортом общего пользования1 – всего, млн чел.)",0.7312828642302283,0.8215425687488375,0.9908508122953537,0.7312828642302283,0.7312828642302283,0.9061282080853509,0.9080686308168378,0.9643717186298817,0.9453653180619687,0.7758679435063176,0.9453653180619687,0.9755573086355414,0.9067814861697213,0.9020999172779501,0.9508833959231553,0.9469284479037945,0.938951846755595,0.7973158020495877,0.9294547974848579,0.9817942632412247,0.986948053441649,0.7848077918709357,0.8919896784569371,0.9373054744116289,0.9647780786604304,0.9116189987694449,0.9820431697694391,0.8973369266962785,0.9491494829545263,0.9473502137112638,0.9311774763347587,0.9475180810048853,0.9293283311839311,0.7628790261474075,0.9254018917392818,0.9276729626231647,0.9375441606641416,0.9089386686099535,0.8590961059076891,0.9506788892701706,0.8962003467339559,0.9845801246342732,0.9006809465902491,0.9160247855580382,0.9284601406576829,1.0,0.883470333784743,0.9971919348779995,0.9015703403799131,0.8776186410249861,0.9249568103755785
Т 9.2.2 (железнодорожным),0.9381681329418707,0.9441550825007906,0.8456888494695687,0.9381681329418707,0.9381681329418707,0.8660786415649724,0.8680509258708083,0.8529870045895963,0.8884055236215593,0.8480514728341153,0.8884055236215593,0.854628021531766,0.8341448731639788,0.7641819493687053,0.9006487164089738,0.8136565626513714,0.8646786587289336,0.7967952941687583,0.7861242777957081,0.8694668789295186,0.8895082484208167,0.9585379367130924,0.9419080390288846,0.9123018322548935,0.9073287933197496,0.8560121361227188,0.870244498733139,0.8889054597576789,0.8458281117382603,0.8953541248786862,0.9556736160875673,0.947392079128004,0.9467717909142664,0.9499218088416412,0.826426469709448,0.9111641733334426,0.9095175443603173,0.8747695052094541,0.7788061491085021,0.8506967923245251,0.8582754835594449,0.8915761860492424,0.903796316752506,0.8802585763828145,0.8135454226913272,0.883470333784743,1.0,0.8607395502058972,0.926324972766771,0.8825957766415827,0.7735523969289062
Т 9.2.2 (автомобильным),0.6974617933352919,0.7889989556215211,0.9911105438237342,0.6974617933352919,0.6974617933352919,0.8815430066458332,0.8834776405624029,0.9481757418934394,0.9224402348099129,0.7486266871933549,0.9224402348099129,0.9679888451403377,0.8939540869548416,0.9097855283019706,0.9288226240647897,0.9306019147620807,0.9323802530077833,0.7893573316918732,0.9169720789469429,0.9694815472933931,0.9736026578325627,0.7553520060651698,0.8623864493765073,0.9116885603154836,0.9462921773717147,0.8999136023504186,0.9697915884227635,0.886068335560575,0.9528593423327678,0.9236597594555571,0.912604952414797,0.9255267926402,0.9039820475931377,0.7356256108963584,0.9051616941937756,0.9025104007103506,0.9120880073761514,0.9012383056933994,0.837279719912738,0.9331307412584007,0.8656578149795262,0.9814237923885781,0.8708513880022634,0.8928956514273807,0.9162554518858073,0.9971919348779995,0.8607395502058972,1.0,0.9052388526347667,0.8467012655602101,0.9301428563481362
Т 9.3.4,0.7852437220864087,0.7841416739710642,0.8706194922054252,0.7852437220864087,0.7852437220864087,0.7358228110255337,0.7381793894512164,0.7888634904101995,0.7943984967517485,0.7935594443091256,0.7943984967517485,0.8317309370202803,0.8418755566074884,0.7722396641558189,0.8127586744658855,0.7510928919434997,0.8616751022121464,0.8400188078002129,0.7329438577326595,0.841006264936698,0.857203015915078,0.8424940956958282,0.8036097161197562,0.8173750046286936,0.8315562691256316,0.7983787669551686,0.842438347634272,0.8840272851045299,0.9119363927651846,0.7932584685873533,0.8947801153307714,0.8615899630285003,0.8412916689466099,0.8483087668371646,0.7754246977921588,0.7986513006182152,0.8151931123310157,0.8907357082751177,0.7228147219394494,0.7701967285975462,0.7250578559933408,0.9301047970202377,0.7609033974775552,0.8081218976867467,0.7564518568776957,0.9015703403799131,0.926324972766771,0.9052388526347667,1.0,0.7451725217204656,0.8609487868677362
