ЦУР,1.3.1,1.4.1,1.4.2,1.b.1,Т.1.5 Все население,Т.1.5 Трудоспособное население,Т.1.5 Пенсионеры,Т.1.5 Дети,Т.1.4.1,Т.1.4.2,10.5.1 (руб),11.2.1 (%),11.7.1 (%),11.7.1 (шт),11.а.1,11.с.1,Т 11.2.2 (Доля городов с благоприятной средой от общего количества городов),"Т 11.2.3 (Количество граждан, расселенных из непригодного для проживания жилищного фонда)",Т 11.2.4 (Доля эксплуатационных автобусов),Т 11.2.6 (Ассигновано средств на проведение работ по сохранению объектов культурного наследия),Т 11.2.7 (Фактически освоено средств),Т 11.2.8 (Доля уловленных и обезвреженных загрязняющих атмосферу веществ),Т 11.5 (Доля площади зеленых насаждений в пределах городской черты ),Т 11.6 (Доля протяженности освещенных частей городских улиц),12.2.2 (млн кВт/час),Т 12.2.10 (Количество посетителей объектов),Т 14.2 (тонн),Т 14.4 (тонн),15.2.1 (%),"15.7.1 (тыс, руб)",15.9.1 (Площадь лесовосстановления),Т 15.2.1 ( Отношение площади лесовосстановления и лесоразведения к площади вырубленных и погибших лесных насаждений в %),16.7.1 (чел),"Т 16.7 (возрасте 15-72 лет,  использующего сеть Интернет для получения государственных )","Т 16.7 (возрасте 15-72 лет, использовавших механизм получения государственных и муниципальных услуг в электронной форме)",17.8.1 (%),17.13.1 (руб),"17.16.1 (Количество граждан, принимающих участие в добровольческой деятельности)","Т 17.2 (Доля населения, пользующегося информационно-телекоммуникационной сетью «Интернет»)",Т 17.3 (в возрасте 15-74) использовавшего сеть Интернет в %,"Т 17.4 (ВРП на душу населения, руб)",Т 17.4 (Фактическое конечное потребление домашних хозяйств в единой валюте на душу населения),Т2.3.2,Т2.4.1,Т2.6.1,Т2.6.2,Т2.6.3,Т2.7.1,Т2.8.2,3.4.1b,Т3.2.2,Т3.3.1,Т3.5.1,Т3.7.1,Т3.7.2,Т3.8.2,Т3.9.2,Т3.10.1,Т3.10.2,Т3.11.1,4.2.1 (V группа здоровья),4.3.1,Т4.2.2,Т4.2.3,Т4.5.2,Т4.6.2,Т4.7.2,Т 8.10.1,"Т 9.2.3 (Число абонентских станций (абонентских устройств), подключенных к сетям подвижной радиотелефонной (сотовой) связи)","Т 9.3.1 (Грузооборот по видам транспорта, млрд тонно-км)",Т 9.3.2,Т 9.3.6,"Т 9.3.7 (Общая протяженность автомобильных дорог местного значения, км)",Т 9.3.14,Т 9.3.15,Т 9.3.19,"Т 9.3.20 (Затраты на внедрение и использование цифровых технологий, тысяч рублей)",Т 9.4.1,Т 9.4.2
10.5.1 (руб),0.9965870098461811,0.9926662682882791,0.9526383759025502,0.9841409374635184,0.9913611370054142,0.9893966524841757,0.9944154893511864,0.9935238717885267,0.9999999995342012,0.9648102365725405,1.0,0.9818572228549292,0.9666471988471004,0.9839665530526789,0.9926662682882792,0.9884129312378472,0.9769707503874829,0.9608151260347139,0.9724538467165726,0.939006473210187,0.939006473210187,0.919107649646631,0.9666471988471004,0.9645846584582869,0.956967505699177,0.971429247964912,0.6733059605553487,0.9536650887886937,0.9014344847629544,0.9737857283446265,0.6486582880168134,0.9756946774134255,0.9814438470660756,0.9783297785005733,0.9582108821252927,0.9812808478643037,0.9828990939699764,0.9832644697347752,0.9812808478643037,0.9733108921100688,0.9828990939699764,0.9829583071489624,0.9611283742429051,0.9051791007764378,0.9288426356009981,0.9213499773782544,0.7142000756601569,0.9492565825774701,0.9755372646223426,0.9446643401431252,0.9476760917077516,0.9399322732050561,0.9399322732050561,0.8697201290972679,0.9415824312916459,0.9639463212277445,0.9424903735857452,0.9332113551154565,0.9471270119641669,0.9178495613482149,0.923582450061123,0.6648939947345385,0.9597302407495987,0.9250500236482189,0.9920163104757619,0.9756085550836034,0.9782065400570502,0.5020562505696234,0.968811617087948,0.9654366731246001,0.9652460568512953,0.9751724853228091,0.9638276518082343,0.46831980480034524,0.9505104775216957,0.9238247242624325,0.9789750137356577,0.996366145752827,0.9091614479957213
11.2.1 (%),0.9735498434690818,0.9801211324417757,0.9277152827410632,0.9403128199074111,0.9604047219333071,0.9545492513157015,0.9622803893004189,0.9691652138756668,0.9818548006911387,0.9285378453383629,0.9818572228549292,1.0,0.9067225164450332,0.9671320772473679,0.9801211324417757,0.9698117075388569,0.97332779665406,0.9507550913656515,0.9988848260990014,0.9743428241042681,0.9743428241042681,0.9542592322848412,0.9067225164450332,0.9159104564816991,0.9810041398864932,0.962355022763962,0.73277624328206,0.9845396155521448,0.941614926447517,0.9908770920195419,0.6775629128814811,0.975984828303001,0.9590611771525657,0.9882269581038621,0.9847095248704452,0.9906064535466181,0.9944111854703886,0.9415062449967284,0.9906064535466181,0.9842321121737381,0.9944111854703886,0.991824963288295,0.969757116453818,0.8804055300980949,0.8717225880226607,0.9253074658475374,0.6922609703613745,0.981669023182259,0.9845785057437952,0.9557272678404546,0.9816356808365648,0.9491834217671178,0.9491834217671178,0.9233499960279413,0.9443246478010077,0.9618570377459275,0.9385907740064698,0.9219245071792874,0.9285221618019199,0.9143522802309224,0.9203857743955823,0.7292379930453523,0.9396855458827368,0.9536461315436839,0.9916594606692298,0.9940770919314942,0.9644874534054756,0.5932564705703172,0.9739028480275473,0.9967830127138751,0.9951390878885706,0.9950018022433852,0.9931500790990926,0.5258164568206088,0.9853145884962523,0.95333810480378,0.9914660049547068,0.9727779166361628,0.8398673868668557
11.7.1 (%),0.9667544649589885,0.9556497232458162,0.9453604857141198,0.9906562055988395,0.9806781246218658,0.9845718501979416,0.9807024848139729,0.9732150533681018,0.9666517985432727,0.9444494545593912,0.9666471988471004,0.9067225164450332,1.0,0.9504300503694916,0.9556497232458162,0.9488071013114437,0.9158038855235039,0.9093276001395658,0.8872851070403293,0.8453985902466732,0.8453985902466732,0.8263042767051173,1.0,0.9820600416453191,0.8715240426839398,0.9113144659682378,0.5417861482359351,0.8609808535461936,0.7912519848946437,0.9063940042167189,0.5340008155006446,0.9124939880056919,0.9450186964112702,0.9151752541103441,0.8820312240456045,0.924424503700851,0.9080500950314249,0.9801331066210258,0.924424503700851,0.9184371480293058,0.9080500950314249,0.9105845236356604,0.8937438850355637,0.8680037662059228,0.9398326529146281,0.8438479721508664,0.6827497928384424,0.8661740411323446,0.9214087513972731,0.8711124108206907,0.8596574628549738,0.8834294377737761,0.8834294377737761,0.7791856160342722,0.8885140064321863,0.9069450954385189,0.8793230290596782,0.8925610721521136,0.9009414793333225,0.8700011238144124,0.8569874420077923,0.5222987142732868,0.9146982654401741,0.8512151942673936,0.9395956660748338,0.9013684266142196,0.9490209444143797,0.3462615896377316,0.8936287812788115,0.8789371907504104,0.8764917339821542,0.8955230952805319,0.882026731148963,0.3496156317326729,0.858597581435264,0.8524407616560835,0.905354289796136,0.9770530632097273,0.9399054583814456
11.7.1 (шт),0.9777370184410276,0.959657345144082,0.8890743207817532,0.9765042676143448,0.9805190103930833,0.9776791798030614,0.9868914181877093,0.9866547546042398,0.9839694470428122,0.9456301220997986,0.9839665530526789,0.9671320772473679,0.9504300503694916,1.0,0.959657345144082,0.9936369576137072,0.9869122806034818,0.9879156597902546,0.9584156756063613,0.9162504682779421,0.9162504682779421,0.8911139144310243,0.9504300503694916,0.9395175586960105,0.9675343681846588,0.9619789194691647,0.5967042376957719,0.9584594412830041,0.9277635928379521,0.9667811055842656,0.5560125558224862,0.9902469801328763,0.9884516562698716,0.9518101748671708,0.9289619354406454,0.9711665315117889,0.9753584639803307,0.9864481120028412,0.9711665315117889,0.9402772586592112,0.9753584639803307,0.9720687411947819,0.9723707421117445,0.9282703326593543,0.9403257296686326,0.8839169329477152,0.6106161616802439,0.9175345111849497,0.9394237223931099,0.9770605537602677,0.9121211775484478,0.9786103295906536,0.9786103295906536,0.8490052743606837,0.9834815012735887,0.9907988703681042,0.9353899687780179,0.976291141897461,0.9359648975922078,0.9527888191620587,0.9095655947280775,0.5869652196373247,0.9610532802448385,0.9531688388668885,0.9704802995802595,0.96797931246728,0.9549120612348857,0.4243938260242924,0.9551588250449795,0.9493333252790326,0.947189636797822,0.9712994230654143,0.9513637601367212,0.3867030959146362,0.9357398758285954,0.9572697868988742,0.9697539519327542,0.9775375757928516,0.9360720125109806
11.а.1,0.9868462989573086,1.0,0.9729792815318048,0.9709418581857273,0.9848186657769116,0.982652392817495,0.9823386567336906,0.9855359631298999,0.9926653379264531,0.9451500460610174,0.9926662682882792,0.9801211324417757,0.9556497232458162,0.959657345144082,1.0,0.9658684257864626,0.9534610904655899,0.9294796524690524,0.9718184253312497,0.9556808363943062,0.9556808363943062,0.942365603937986,0.9556497232458162,0.9654969100067173,0.9388812770754137,0.9551802560537074,0.7179072739381077,0.9420067299204109,0.8788826047606261,0.9749428278071623,0.7049021015839863,0.9522035487615423,0.9545362618531595,0.9777521667971488,0.9691097492445143,0.9815835140406738,0.9734810447289339,0.9583990045073,0.9815835140406738,0.9857242100967926,0.9734810447289339,0.9732283923010827,0.9371826051068086,0.8879327078818675,0.9111085008565608,0.9294590119083644,0.7541796746668138,0.9654032058000226,0.9836348742781842,0.913032755172574,0.9646412115887342,0.9110962415822309,0.9110962415822309,0.8846818748557126,0.905941794526185,0.9332649787925976,0.929476545195149,0.8897041289981094,0.9242203785255604,0.8798372097516406,0.9033957576760476,0.7169021469641321,0.9316969993602501,0.9142565071516605,0.9937551326628318,0.9764004682685826,0.9821561045840796,0.5714507211334489,0.9685809571065537,0.9672906738495372,0.9677821781279532,0.9700125176608186,0.9625017620477718,0.538898519782557,0.9609518219076505,0.9046548229448397,0.9720128432725121,0.9931380946667603,0.8732625110925649
11.с.1,0.9891472033587445,0.9658684257864626,0.9042030606842805,0.9719186797930238,0.9770082579242894,0.9743041965608533,0.9873446932376111,0.9820938136292472,0.9884128734003328,0.9726236730718616,0.9884129312378472,0.9698117075388569,0.9488071013114437,0.9936369576137072,0.9658684257864626,1.0,0.9952663054447367,0.9895192582147245,0.961592742624273,0.9199793306708969,0.9199793306708969,0.8975770871538028,0.9488071013114437,0.9419708042623408,0.9670402160633863,0.985564075766753,0.6039036963392257,0.9579110065964239,0.9334275006737036,0.956870146112886,0.5943346610982269,0.9932824701433355,0.9982999514232006,0.9589205680271568,0.9285422383531752,0.9616246834569186,0.982386121053269,0.9894158810557329,0.9616246834569186,0.9376312120736963,0.982386121053269,0.9818961780013792,0.9796597374645926,0.9328862666689323,0.9413521627373858,0.9221139973893462,0.6305274178684551,0.9173411280851741,0.9428885046220981,0.9759865657990042,0.9172021340383215,0.958564673915855,0.958564673915855,0.8496888574915712,0.9706468885051937,0.9892464531669092,0.9611464829006301,0.9730038428536916,0.9679600180394499,0.9564330418597317,0.9444852655855562,0.5981574259872728,0.9840098681208,0.928574295205945,0.9717804738711014,0.9630791022219211,0.9499403924388791,0.4453171500523727,0.9698854702092148,0.949844676698212,0.9536491406789054,0.9699178816835755,0.9485395508953939,0.4192734436706826,0.9340366060759697,0.9333569457743901,0.9738153953845541,0.9758368679928372,0.9386233833731275
Т 11.2.2 (Доля городов с благоприятной средой от общего количества городов),0.9766934502599142,0.9534610904655899,0.8803125377773596,0.9491005459256385,0.9569938338182881,0.9522496622174852,0.9696598190933363,0.9658998820432542,0.9769691272297191,0.9628154961010507,0.9769707503874829,0.97332779665406,0.9158038855235039,0.9869122806034818,0.9534610904655899,0.9952663054447367,1.0,0.9939389625776185,0.9694129463861244,0.9299484465738846,0.9299484465738846,0.9077572705553686,0.9158038855235039,0.9111724570588918,0.9813087352952494,0.9891344720902988,0.6157731603009925,0.973827366777327,0.96264361965963,0.9582720816771361,0.5979809791750422,0.9987041681094528,0.9940791067436704,0.9592565106357062,0.9329206344873976,0.9585933656038819,0.9887186713821897,0.9715797925908186,0.9585933656038819,0.9319537365005455,0.9887186713821897,0.987616144876728,0.9848126150626861,0.9374088421422433,0.9257046168876228,0.9323936910455145,0.6030965900530891,0.9238838700402602,0.9372717407925707,0.9890590134723798,0.9255934382184796,0.9650633334888888,0.9650633334888888,0.858785748933487,0.9760415990851247,0.9942529727373512,0.9653806387261177,0.9761056610376506,0.9689007815211745,0.95988888189718,0.9565495553671015,0.6128225534819055,0.9855559870572866,0.9381004904673667,0.9667509130220776,0.9670714592698758,0.9384399340097949,0.469344474033817,0.9767983361921908,0.9579314100846471,0.961722615263019,0.9777056198749151,0.9561702543372674,0.43243538152555444,0.9438914398456475,0.9419053835152515,0.9802805620071546,0.958292271153657,0.9189648420406606
"Т 11.2.3 (Количество граждан, расселенных из непригодного для проживания жилищного фонда)",0.9585218779893938,0.9294796524690524,0.8415972956695178,0.9442542439280738,0.9486002546213463,0.9441141987316275,0.9617887919161479,0.9581861640208351,0.9608159318145335,0.9449280294803137,0.9608151260347139,0.9507550913656515,0.9093276001395658,0.9879156597902546,0.9294796524690524,0.9895192582147245,0.9939389625776185,1.0,0.9458509733820719,0.906250243582707,0.906250243582707,0.8837909785558413,0.9093276001395658,0.900077756322522,0.9705625465000263,0.9732585883148823,0.5544937431654392,0.9597577117379961,0.9596381310965235,0.9437274800102301,0.5397128277097345,0.995048953275548,0.9889947711801345,0.9305190635425201,0.9031143577701749,0.9430263553985506,0.9708981868619191,0.9690605673282133,0.9430263553985506,0.9035359712222675,0.9708981868619191,0.9678264888314623,0.9748154259210682,0.9545539877890947,0.9411204928302057,0.904409916552483,0.5398504841545506,0.8932538554958642,0.9046401327654383,0.9931059271605103,0.8921029740309591,0.975272186923525,0.975272186923525,0.8289016708575017,0.9871123369492656,0.9974585894101746,0.9513584599062522,0.9886638277442196,0.9512102047650887,0.965857543989214,0.9350469915478293,0.5532002029500195,0.9757964436302695,0.9430983436044685,0.9459298647909061,0.9517653033750655,0.9215690348664581,0.4123166477847357,0.9618186199185772,0.9323599584057148,0.9353369884373268,0.9624645907441493,0.9325796002841652,0.3836784674976977,0.9233189068126072,0.9458496446940593,0.9622929558374433,0.9430196126259933,0.9405987186747723
Т 11.2.4 (Доля эксплуатационных автобусов),0.9632251189168541,0.9718184253312497,0.9162214646333637,0.9251993970889749,0.9471799734522317,0.940372224754609,0.9493639169678272,0.9575984383375533,0.9724506685582861,0.9179002564948641,0.9724538467165726,0.9988848260990014,0.8872851070403293,0.9584156756063613,0.9718184253312497,0.961592742624273,0.9694129463861244,0.9458509733820719,1.0,0.977858317508549,0.977858317508549,0.9583039826407285,0.8872851070403293,0.8983480131642618,0.9833034033272644,0.9580414418087059,0.7403131618155628,0.9883353481318383,0.95002133260389,0.9893154454132502,0.6793928406339037,0.9726327621860472,0.9505623164488514,0.9859475492023269,0.9859771369877575,0.9869284037397127,0.9932220820179318,0.9272174519230038,0.9869284037397127,0.9808258461373444,0.9932220820179318,0.9902808123662565,0.9669046553192431,0.8755682219269784,0.8577621825116701,0.9260432184208487,0.6799857793481234,0.9844152048317815,0.9808467615971895,0.9555020754671947,0.9851267015632424,0.9471932809384496,0.9471932809384496,0.9285895218176962,0.940773213330419,0.9578294664309098,0.9349217321345624,0.9160355698789586,0.9224963427644409,0.9093427426675458,0.9199858217403987,0.7380942071912896,0.9334010408772082,0.955219302792485,0.9865308445244608,0.9932918971462341,0.956786711286236,0.6089402215723874,0.9726711269702641,0.9987112858561451,0.9967026320155677,0.9953014359117944,0.99478417369756,0.5352099903697436,0.9884136487903389,0.9541683754839329,0.99076616082531,0.9613148832056216,0.8227106568125236
Т 11.2.6 (Ассигновано средств на проведение работ по сохранению объектов культурного наследия),0.9280583714716657,0.9556808363943062,0.8979492723739915,0.8804382552545013,0.924692506775016,0.9169330657828558,0.9184869276358646,0.934094161841588,0.9390031366398478,0.8641349430409597,0.939006473210187,0.9743428241042681,0.8453985902466732,0.9162504682779421,0.9556808363943062,0.9199793306708969,0.9299484465738846,0.906250243582707,0.977858317508549,1.0,1.0,0.996497559433404,0.8453985902466734,0.8903474738408078,0.9388853391959707,0.9259742576612228,0.7351653305803643,0.9524389244309219,0.923822335280661,0.9724216881030076,0.7515226742867087,0.9347944649870754,0.9014250136573059,0.9425707500726765,0.9617576455731212,0.9637732077342821,0.9597945708997424,0.877104084762981,0.9637732077342821,0.9603304329516478,0.9597945708997424,0.9520203885311531,0.9328838576720684,0.8765550329683631,0.8400082542763302,0.9337664722670284,0.648365871136974,0.9727974296556985,0.9473379710244209,0.9161604205082866,0.9749320881352235,0.9044273179588622,0.9044273179588622,0.9517708634856565,0.8972586817006536,0.915854074889723,0.9293425844085598,0.8643951958056618,0.8779416010301812,0.8760222890187206,0.8669000032441119,0.7657920127266501,0.8819283219181556,0.9464153744720862,0.9606533001621177,0.9806788809701473,0.9244039750014621,0.7197402074554471,0.9717228977279069,0.975532305295626,0.9847382146451793,0.9706689329768667,0.9609293046483769,0.6712161449311519,0.9964298094380095,0.9320537205402175,0.954579032713206,0.9311114608395813,0.7828981429178691
Т 11.2.7 (Фактически освоено средств),0.9280583714716657,0.9556808363943062,0.8979492723739915,0.8804382552545013,0.924692506775016,0.9169330657828558,0.9184869276358646,0.934094161841588,0.9390031366398478,0.8641349430409597,0.939006473210187,0.9743428241042681,0.8453985902466732,0.9162504682779421,0.9556808363943062,0.9199793306708969,0.9299484465738846,0.906250243582707,0.977858317508549,1.0,1.0,0.996497559433404,0.8453985902466734,0.8903474738408078,0.9388853391959707,0.9259742576612228,0.7351653305803643,0.9524389244309219,0.923822335280661,0.9724216881030076,0.7515226742867087,0.9347944649870754,0.9014250136573059,0.9425707500726765,0.9617576455731212,0.9637732077342821,0.9597945708997424,0.877104084762981,0.9637732077342821,0.9603304329516478,0.9597945708997424,0.9520203885311531,0.9328838576720684,0.8765550329683631,0.8400082542763302,0.9337664722670284,0.648365871136974,0.9727974296556985,0.9473379710244209,0.9161604205082866,0.9749320881352235,0.9044273179588622,0.9044273179588622,0.9517708634856565,0.8972586817006536,0.915854074889723,0.9293425844085598,0.8643951958056618,0.8779416010301812,0.8760222890187206,0.8669000032441119,0.7657920127266501,0.8819283219181556,0.9464153744720862,0.9606533001621177,0.9806788809701473,0.9244039750014621,0.7197402074554471,0.9717228977279069,0.975532305295626,0.9847382146451793,0.9706689329768667,0.9609293046483769,0.6712161449311519,0.9964298094380095,0.9320537205402175,0.954579032713206,0.9311114608395813,0.7828981429178691
Т 11.2.8 (Доля уловленных и обезвреженных загрязняющих атмосферу веществ),0.9090399604019489,0.942365603937986,0.8881215024000909,0.8582337297592044,0.9082618888762022,0.9005916343252037,0.8998335888295198,0.9164488413755075,0.9191038972694426,0.844210137432907,0.919107649646631,0.9542592322848412,0.8263042767051173,0.8911139144310243,0.942365603937986,0.8975770871538028,0.9077572705553686,0.8837909785558413,0.9583039826407285,0.996497559433404,0.996497559433404,1.0,0.8263042767051173,0.8822746286032064,0.9118726509130478,0.9101031478310683,0.7195372960253271,0.9280667565596837,0.90442270528378,0.9535347219352948,0.7708112637976995,0.9118177614587867,0.8776076124904038,0.9184469442007781,0.9424123099161114,0.9432180218964576,0.9383923398047771,0.8532309498028718,0.9432180218964576,0.9425324109766091,0.9383923398047771,0.9298304650684465,0.9101841470028889,0.8740076617205156,0.8324339384244462,0.9360670601108488,0.6320338471782956,0.9577134544064819,0.9259634151555671,0.8914886452628936,0.9612319399356296,0.8756957253032179,0.8756957253032179,0.9460119613458563,0.8692564896344035,0.8907186542599884,0.9224129864799857,0.8365744702842225,0.8603890345111485,0.8544908749648719,0.8475623033305391,0.7618668147722493,0.8603966057994503,0.9274309976881207,0.9420624360294195,0.9639648022294431,0.9050382118213668,0.7469851269976482,0.964667946952989,0.9549288160201074,0.9687794447490563,0.9504032538516463,0.9364855287988488,0.7135079475770673,0.9866663288290018,0.9073914624076518,0.9322531302061137,0.911872317932232,0.7681953483108271
Т 11.5 (Доля площади зеленых насаждений в пределах городской черты ),0.9667544649589885,0.9556497232458162,0.9453604857141198,0.9906562055988395,0.9806781246218658,0.9845718501979416,0.9807024848139729,0.9732150533681018,0.9666517985432727,0.9444494545593912,0.9666471988471004,0.9067225164450332,1.0,0.9504300503694916,0.9556497232458162,0.9488071013114437,0.9158038855235039,0.9093276001395658,0.8872851070403293,0.8453985902466734,0.8453985902466734,0.8263042767051173,1.0,0.9820600416453191,0.8715240426839398,0.9113144659682378,0.5417861482359351,0.8609808535461936,0.7912519848946437,0.9063940042167189,0.5340008155006446,0.9124939880056919,0.9450186964112702,0.9151752541103441,0.8820312240456045,0.924424503700851,0.9080500950314249,0.9801331066210258,0.924424503700851,0.9184371480293058,0.9080500950314249,0.9105845236356604,0.8937438850355637,0.8680037662059228,0.9398326529146281,0.8438479721508664,0.6827497928384424,0.8661740411323446,0.9214087513972731,0.8711124108206907,0.8596574628549738,0.8834294377737761,0.8834294377737761,0.7791856160342722,0.8885140064321863,0.9069450954385189,0.8793230290596782,0.8925610721521136,0.9009414793333225,0.8700011238144124,0.8569874420077923,0.5222987142732868,0.9146982654401741,0.8512151942673936,0.9395956660748338,0.9013684266142196,0.9490209444143797,0.3462615896377316,0.8936287812788115,0.8789371907504104,0.8764917339821542,0.8955230952805319,0.882026731148963,0.3496156317326729,0.858597581435264,0.8524407616560835,0.905354289796136,0.9770530632097273,0.9399054583814456
Т 11.6 (Доля протяженности освещенных частей городских улиц),0.9679735328456172,0.9654969100067173,0.9525338520644895,0.9679993674027796,0.9854224939089199,0.9882402132915478,0.9800477513612585,0.977362370330521,0.9645880028559687,0.9278504798960604,0.9645846584582869,0.9159104564816991,0.9820600416453191,0.9395175586960105,0.9654969100067173,0.9419708042623408,0.9111724570588918,0.900077756322522,0.8983480131642618,0.8903474738408078,0.8903474738408078,0.8822746286032064,0.9820600416453191,1.0,0.8578201496253572,0.9159796478169251,0.5575386255685342,0.8535373247245326,0.7930239001241902,0.9124195396294704,0.6312856796944699,0.9079179128690507,0.9321250405540941,0.9028280673657084,0.8805708068143332,0.9254446089721602,0.9069395773546137,0.9636410011365991,0.9254446089721602,0.9212327176747196,0.9069395773546137,0.9051607302640732,0.9065183917614168,0.8709085972754262,0.9250696898924979,0.8760766450348971,0.6760524628813112,0.8747280652280287,0.9178093872576318,0.8652602645394912,0.8714077807394823,0.8648083677669428,0.8648083677669428,0.8422472337589457,0.8781874569452236,0.8993723397700424,0.9144689035405339,0.8789512976586282,0.8997283096243257,0.8836606226443414,0.8390974358696726,0.569192939359471,0.9016603328872357,0.860576236664226,0.9393427364858125,0.9134501695370856,0.9307655794967185,0.4758842983788215,0.9160406015598211,0.8881500022066775,0.9010857011991414,0.897897582788608,0.8785601624782884,0.4985859866967528,0.8904240773075226,0.8598954900434087,0.8963494068544842,0.9745048787776017,0.9157303161184938
12.2.2 (млн кВт/час),0.9456689940189412,0.9388812770754137,0.8620444627525874,0.921409135437419,0.9254482913264688,0.9179632955576241,0.9353861501837887,0.9398540580331475,0.956965380288167,0.9190554538899677,0.956967505699177,0.9810041398864932,0.8715240426839398,0.9675343681846588,0.9388812770754137,0.9670402160633863,0.9813087352952494,0.9705625465000263,0.9833034033272644,0.9388853391959707,0.9388853391959707,0.9118726509130478,0.8715240426839398,0.8578201496253572,1.0,0.9574156294275806,0.6827111568269636,0.998265098321568,0.9782013275168537,0.9745034194009594,0.5760872769912417,0.9856970239805103,0.9623525945880427,0.9735710763797872,0.9646555531843498,0.9710507013933377,0.9905566728806178,0.9304535687006886,0.9710507013933377,0.9496391952959059,0.9905566728806178,0.9887389883470622,0.9653037939866915,0.899887142551669,0.8745249092836145,0.9018645571662777,0.607950352198765,0.9570154594029111,0.9523934505431078,0.9824291064784576,0.9560200558167337,0.9760338636515938,0.9760338636515938,0.8719892436373717,0.9682079930298106,0.9785981848632967,0.9183111522733906,0.949142552718497,0.9251760922438621,0.9216287861911293,0.9375578846524564,0.6653293307133681,0.9492061319314151,0.9601543073453584,0.9679151202613145,0.9777557411882581,0.9446693079414766,0.49471088748921593,0.9590600273954388,0.9801958047079115,0.9699808913189205,0.9906992346626187,0.9848112104746857,0.41096409942626033,0.9597887945845708,0.9606508208740824,0.9912317833597083,0.9395148134181874,0.8516242552748863
Т 12.2.10 (Количество посетителей объектов),0.9798703167764744,0.9551802560537074,0.9027214793474434,0.9350921743211636,0.9462058710518041,0.9424497039877723,0.9609041234684532,0.9517401516825906,0.9714243445982186,0.981650988514106,0.971429247964912,0.962355022763962,0.9113144659682378,0.9619789194691647,0.9551802560537074,0.985564075766753,0.9891344720902988,0.9732585883148823,0.9580414418087059,0.9259742576612228,0.9259742576612228,0.9101031478310683,0.9113144659682378,0.9159796478169251,0.9574156294275806,1.0,0.6158769013647111,0.9513088539918981,0.9420255784378764,0.9335261757132358,0.6480929528674658,0.9811064024321252,0.9872600293500788,0.9542107025694895,0.9213268205299676,0.935352550650107,0.9791707593159369,0.9622747566448977,0.935352550650107,0.9218361173945666,0.9791707593159369,0.981421404182634,0.9743431917497682,0.9264072381504218,0.9166567718824463,0.9680502958216373,0.6309250164594997,0.9139219574937839,0.9331501474894712,0.9624164182054121,0.9217816267055993,0.9180968540357893,0.9180968540357893,0.85553862451057,0.937129255377062,0.9697308821837771,0.9825164717190666,0.9479955189535098,0.9902572694388493,0.9439286127487216,0.9774381665131704,0.6205989209005217,0.9929751238368197,0.8911407734876589,0.9574029015815712,0.9475375079746418,0.9240628337342425,0.5013331668563925,0.980458224475583,0.9440541112858014,0.9562260634090476,0.9588396056436449,0.9369087284297912,0.4858138178401521,0.9305134619801968,0.8942292110851637,0.9673220086887881,0.94894545344725,0.9093353361208549
Т 14.2 (тонн),0.6438637700435363,0.7179072739381077,0.6914429718885104,0.6013685920813571,0.6232463043602261,0.6125709099594525,0.6120270518035898,0.635947814340709,0.6732979280295829,0.5645687121351494,0.6733059605553487,0.73277624328206,0.5417861482359351,0.5967042376957719,0.7179072739381077,0.6039036963392257,0.6157731603009925,0.5544937431654392,0.7403131618155628,0.7351653305803643,0.7351653305803643,0.7195372960253271,0.5417861482359351,0.5575386255685342,0.6827111568269636,0.6158769013647111,1.0,0.7101074213979013,0.6054515634338001,0.7346224309614866,0.8316792953080273,0.6211927754454484,0.578656207161175,0.7491244679720889,0.7871007153200692,0.7311844735290536,0.7080312862537417,0.5483519218266067,0.7311844735290536,0.7710440930012132,0.7080312862537417,0.7083882235553198,0.5865510679044111,0.4954983459072634,0.4773216918279515,0.6408408146879245,0.8920840281588668,0.7946334069153407,0.7622067391483877,0.5705124578952259,0.7958859221319654,0.5853059058750125,0.5853059058750125,0.6343222800026773,0.5329495464860783,0.5732622833294004,0.5526211541802262,0.4659469694396446,0.5435193384695145,0.440798941972496,0.5864999482701443,0.9841265976538673,0.5543808835131454,0.6367834990413156,0.7361852345874583,0.7313978592766605,0.7248061368795976,0.7634718198555168,0.6824192059563257,0.75299575672506,0.7297358611065435,0.7259975657322763,0.7522997359481363,0.6237635931909554,0.7426907347653479,0.6019094050432796,0.7272555630973091,0.6712531249230342,0.36001422887768014
