ЦУР,1.2.2,1.5.2,1.а.2 Образование,Т.1.2.1 образование,Т.1.2.3 социальная политика,Т.1.3.2,10.2.5 (Доля оплаты труда наемных работников ВРП),"10.3.2 (Численность граждан, которым меры социальной поддержки предоставляются в форме денежных компенсаций)",11.2.1(тыс. чел.),11.5.2,11.5.3,12.3.1 (млн. куб. м),Т 14.3 (тонн),16.1.1 (чел),16.1.1 (%),"Т 16.7 (возрасте 15-72 лет, использующего многофункциональный центр (МФЦ))",2.1.1,Т2.2.1,Т2.3.4,Т2.4.2,Т2.4.4,Т2.5.4,Т2.6.4,Т2.7.2,Т2.7.3,Т2.7.4,Т2.8.3,3.3.1,3.3.2,3.3.4,3.5.1,3.5.2,3.6.1,3.7.1 (возраст 30-34 лет),3.7.1 (возраст 35-39 лет),3.c.1,Т3.2.4,Т3.4.5,Т3.5.2,Т3.6.1,Т3.6.2,Т3.6.5,Т3.6.6,Т3.6.8,Т3.6.10,Т3.6.11,Т3.7.3,Т3.7.4,Т3.8.4,Т.3.10.6 (в возрасте 15-19 лет),Т3.12.2,Т3.12.3,Т3.13.1,4.2.1 (II группа здоровья),4.2.1 (III группа здоровья),4.2.1 (IV группа здоровья),4.4.1.a,Т4.2.4,Т4.2.6,Т4.3.3,Т4.5.1,Т4.6.3,Т4.7.1,Т4.7.3,Т4.9.1,Т4.9.2,8.2.1,8.3.1,8.6.1,8.8.2,"Т 9.2.1 (Перевезено грузов транспортом общего пользования1 – всего, млн тонн)",Т 9.2.1 (автомобильным),"Т 9.2.2 (Перевезено пассажиров транспортом общего пользования1 – всего, млн чел.)",Т 9.2.2 (автомобильным),Т 9.3.12,Т 9.3.13,Т 9.3.17,Т 9.5.2 (Доля валовой добавленной стоимости отрасли «Обрабатывающее производство» в ВРП),9.b.1 (Доля продукции высокотехнологичных и наукоемких отраслей в валовом внутреннем продукте (%)),"Т 9.9 (Внутренние затраты на исследования и разработки, 
в % к ВРП)"
11.5.3,0.7321546394915502,1.0,0.7590762408092694,0.7590762408092694,0.9004302538869823,0.7322690077235754,0.7667657564918077,0.7583062230926404,0.6345498553614259,1.0,1.0,0.8622088168994883,0.8080910108739863,0.47263438837441346,0.47442968830231863,0.6138118131102233,0.5375716870555899,0.5375716870555899,0.6247037481018496,0.6342087313186212,0.7646542824527205,0.646102395237182,0.5241981693507963,0.5556746411493111,0.6384553753714081,0.5829653151612775,0.6376911284621166,0.8425436951286994,0.6354593515360042,0.6172587437926386,0.8238822926950763,0.3733150370026338,0.5392911111690563,0.5250312588464635,0.44194687172351893,0.7050133017097319,0.7208712416106436,0.7050133017097319,0.7050133017097319,0.8264744515106666,0.63525341712733,0.6088542495677322,0.6611824916476947,0.5371561966204357,0.8230904180091928,0.4253075798326099,0.4791295896429375,0.4525071812261474,0.6546421493405215,0.4951199220571838,0.8763337211481759,0.6583322357903296,0.5435244819314584,0.6929793211919131,0.5130468341639426,0.7937858699520729,0.6504187761855942,0.7961669250675246,0.6390608972750933,0.7195597926631112,0.582119103465298,0.5162067766386725,0.6172374125389246,0.44683731638253926,0.7029458738825849,0.3068646334643563,0.7189789758543919,0.5516421708265536,0.5960270693016025,0.7321546394915501,0.8931429409592176,0.40494660236401336,0.6166809412576687,0.6295450101105716,0.42972599697970915,0.7005551835644512,0.629485131960427,0.8900382450880588,0.9676553011920004,0.6174589222373837
12.3.1 (млн. куб. м),0.925275422210889,0.8622088168994883,0.8978853935899913,0.8978853935899913,0.9438170658061701,0.9254386977230733,0.9816518020889946,0.9382802653371881,0.677879459902021,0.8622088168994883,0.8622088168994883,1.0,0.9460563189283243,0.6749811867072004,0.6746287310115632,0.7258679237835864,0.7067029230810737,0.7067029230810737,0.6589193496674745,0.5773742283715937,0.9362396009017407,0.918259039979613,0.5622254772606824,0.654657470072413,0.7583403345803039,0.5412967085542281,0.7213884017920469,0.9296493218041881,0.7010705054177839,0.6928158890406028,0.929090569079802,0.5742233165788629,0.6351912787225334,0.6890444842527952,0.6607033263909483,0.9438236826435527,0.8853234987498759,0.9438236826435527,0.9438236826435527,0.942793739367125,0.6997116070728591,0.5401407641424961,0.8491036558050467,0.691086622851682,0.9247839772478947,0.5469459086015849,0.589269974879468,0.5806950141872979,0.6934841627867441,0.6203189190902755,0.9779477727196448,0.7472846850167869,0.6378293193981932,0.7307176491965478,0.5360173778625985,0.7099212877605489,0.7856152037021692,0.9774667334281695,0.6167727803551896,0.8928800553339847,0.7170255167471843,0.7070701906215932,0.6055513698368045,0.6352765252334759,0.8974549392484542,0.6368872332558994,0.7806478299177293,0.6313669314440956,0.6681531070624308,0.925275422210889,0.9225972122908779,0.4599518693211712,0.6578048146973178,0.6453834298609535,0.6665125262351214,0.5665681152993738,0.7384123853566359,0.94700676710396,0.8756902218035156,0.87879931228315
Т 14.3 (тонн),0.8824291370633791,0.8080910108739863,0.8965421156253051,0.8965421156253051,0.8465423202745942,0.8826747255177837,0.9320217755180861,0.8892631994482679,0.6994725081158952,0.8080910108739863,0.8080910108739863,0.9460563189283243,1.0,0.6964879673447623,0.6972679210544859,0.7514522784652431,0.7565939247024681,0.7565939247024681,0.6887027779582469,0.6927612597279996,0.9259725945298769,0.8467707422767446,0.5191156484147759,0.722709239200311,0.7690227782761335,0.617289732011201,0.7185178111778625,0.869971981884742,0.750557666501012,0.7516932517957152,0.9759049740755994,0.6627229618365296,0.7272359794987006,0.737386917172123,0.6731585349048473,0.9147888521344766,0.8027269343398442,0.9147888521344766,0.9147888521344766,0.8943524940803022,0.7500377041449058,0.6177243889291594,0.8476123777521232,0.7432172624986643,0.9741431763458608,0.6571783864751055,0.6848851229185767,0.678747055974309,0.7642961533274174,0.6918100141919835,0.9450433990031193,0.6542530878404186,0.728209268453076,0.8163729622769406,0.6414087047159431,0.7618221050022522,0.8242476579511755,0.9310133181999103,0.6999236111337519,0.8037980447253374,0.7343811165754995,0.7575725640098837,0.6951398418258476,0.6977647786838977,0.8998521808007764,0.676591666736875,0.8133978740438907,0.7245058841259064,0.6782246606830639,0.882429137063379,0.9249404196963551,0.5240183239360338,0.7070946005599739,0.6829753390908325,0.7281396635492549,0.6356609174053438,0.8046027400462077,0.9824788134799602,0.8552363212131919,0.8211427175862372
16.1.1 (чел),0.7496080548652378,0.47263438837441346,0.5324242314328723,0.5324242314328723,0.6011036969597577,0.7498073003097038,0.7036276377668003,0.6999920553010796,0.9085419359749407,0.47263438837441346,0.47263438837441346,0.6749811867072004,0.6964879673447623,1.0,0.9998950718258245,0.9698334444644597,0.9801568765225338,0.9801568765225338,0.9326423183232031,0.7974898807600361,0.7635138795216087,0.7322668497558044,0.8760654990287817,0.9639577775811367,0.9565944532144082,0.8550004473570179,0.9206197411020393,0.6211850739917003,0.9278361546514053,0.9402238524601396,0.6225450638446081,0.9709122451044306,0.9500927457915079,0.9773249942039842,0.9368656729657503,0.7653766563471878,0.5675483761134977,0.7653766563471878,0.7653766563471878,0.6461923918721892,0.9270267215498884,0.7867510599128871,0.5384285888928854,0.9829009478788613,0.619847001009972,0.925799257378462,0.9546831591009021,0.9593147920554659,0.8911059751483431,0.9723567391779478,0.6805703319070745,0.5218922371690065,0.9500985667316856,0.527635919549149,0.8296228518235499,0.40148363492458794,0.47247532038358997,0.7174013930613393,0.8312606207977464,0.624647833019546,0.9830758191603722,0.9686862959107959,0.8527614747354848,0.9902061865298161,0.5810370907878918,0.6875385448737868,0.46415698003274897,0.9191728105264374,0.9211826888590309,0.7496080548652378,0.5640611230138214,0.9185193659599525,0.9061282080853509,0.8815430066458332,0.9626016758476736,0.7498565080068351,0.5100539099501143,0.6305836030100926,0.51073422571861,0.7480810875103547
16.1.1 (%),0.7468821705783499,0.47442968830231863,0.5309943152040376,0.5309943152040376,0.5985151331419413,0.7470965602602034,0.7024176655468667,0.6957924235904213,0.9088439067535473,0.47442968830231863,0.47442968830231863,0.6746287310115632,0.6972679210544859,0.9998950718258245,1.0,0.9705484574942942,0.9799968647135994,0.9799968647135994,0.9352544844071644,0.800329752600689,0.7647003368328311,0.7309388471894364,0.8786849322042674,0.9662589658444855,0.9566584034421203,0.860123008023027,0.9245623843941803,0.6226390855451632,0.9307593185492115,0.9419336990505046,0.6223319773622142,0.9719825695084845,0.9522138081652513,0.9782504858918949,0.9359438948219108,0.7652232800521335,0.5697361449816802,0.7652232800521335,0.7652232800521335,0.6475464406189878,0.9299712656964926,0.7921460132277773,0.5350777301051062,0.9845199920481618,0.6194533298282435,0.9251346404691391,0.9570188735233751,0.9615063922571019,0.8931015507496196,0.9745602151694917,0.6809928489889588,0.5203379571503958,0.9522119914692608,0.5262674003594312,0.827334480016589,0.4006289403753991,0.4743707585626845,0.7173220906123482,0.8339404496825052,0.6182441956097587,0.9831894680545701,0.969598756045848,0.8552001691562652,0.9908358897057008,0.57900404726319,0.6863348461336185,0.4604165221724358,0.9182367996142841,0.925952905932244,0.7468821705783499,0.5646499078518661,0.9212417680039089,0.9080686308168378,0.8834776405624029,0.9622851247630405,0.7529554091157853,0.5087703043613894,0.6315590910441794,0.5127005923806511,0.7472740277608961
"Т 16.7 (возрасте 15-72 лет, использующего многофункциональный центр (МФЦ))",0.7430404236429381,0.6138118131102233,0.5883097246396848,0.5883097246396848,0.6663801941893381,0.7432598301481405,0.7186259180582355,0.7083402198457022,0.966932716922323,0.6138118131102233,0.6138118131102233,0.7258679237835864,0.7514522784652431,0.9698334444644597,0.9705484574942942,1.0,0.987104048626668,0.987104048626668,0.9768578698311743,0.8882758291451363,0.7705879578401278,0.6857360398877089,0.8810453317824076,0.9818667548814359,0.9933274432997352,0.9084671865645888,0.9571208870745563,0.6865886895725767,0.9811712744266965,0.9886394139808921,0.7009853555478414,0.9280015655638585,0.9695899558844142,0.9828329230344904,0.9165363500639093,0.7468662096029259,0.5852954774759762,0.7468662096029259,0.7468662096029259,0.7025408256634307,0.9807026581433446,0.8697167149511577,0.5656289281723733,0.9872613233897356,0.6994799030593618,0.9242828510531096,0.95685968436367,0.9498168090521049,0.956749077184479,0.9665921835035822,0.7483571697904491,0.5424127690944595,0.9706009513555394,0.603599782498578,0.8800023829021849,0.5272209650842715,0.49995181129631033,0.7316309424344317,0.8999935812751921,0.6307858820807318,0.9968782618076266,0.9632640516315791,0.9309660536941229,0.9608443604396436,0.5993998941439826,0.5574975808465877,0.5414952089260954,0.9521029008032549,0.9460693669748547,0.7430404236429381,0.6521248593518865,0.9107751583466309,0.9643717186298817,0.9481757418934394,0.9337595081159898,0.8684055611632404,0.5594207144586486,0.72456408251896,0.6320557289056095,0.7005545916237496
2.1.1,0.7348173115662997,0.5375716870555899,0.6152970969167645,0.6152970969167645,0.6221041755536537,0.7350030842297464,0.7225886741847632,0.7073678150151804,0.9443033200369871,0.5375716870555899,0.5375716870555899,0.7067029230810737,0.7565939247024681,0.9801568765225338,0.9799968647135994,0.987104048626668,1.0,1.0,0.9417344660156327,0.8735090237534424,0.7524718387369498,0.6944750150619274,0.8360850538098595,0.9730836740739345,0.9831911291877498,0.8695936311947774,0.9279900280367054,0.6564035784590689,0.9631390672545489,0.9771581357480821,0.7111230659828318,0.9593706178536676,0.9696776541780382,0.9917344364253148,0.9458358096151832,0.7484743161924534,0.5810772880287113,0.7484743161924534,0.7484743161924534,0.6805275224282251,0.9626380275182456,0.8366218797070311,0.6125272936684877,0.99039002162871,0.7101674143497132,0.9500401744988956,0.9611825363022594,0.9598193022201373,0.9446985750178767,0.9652953939916632,0.7212997476263773,0.5289146618660779,0.9697102798256134,0.6243259567486357,0.895395665441783,0.5214655362128516,0.5384967678875089,0.7184295315617379,0.8798099531283993,0.6366303343823354,0.9876240270290095,0.9822697104244394,0.9152227203341625,0.978051177756856,0.6360953835709561,0.6230079297924619,0.5727213068182585,0.961062549447965,0.9140513585005314,0.7348173115662997,0.631539236801449,0.8965493272071594,0.9453653180619687,0.9224402348099129,0.9753284896956794,0.8242107067648153,0.6010818704371202,0.7106139279909691,0.5716322185689949,0.7060752285608267
Т2.2.1,0.7348173115662997,0.5375716870555899,0.6152970969167645,0.6152970969167645,0.6221041755536537,0.7350030842297464,0.7225886741847632,0.7073678150151804,0.9443033200369871,0.5375716870555899,0.5375716870555899,0.7067029230810737,0.7565939247024681,0.9801568765225338,0.9799968647135994,0.987104048626668,1.0,1.0,0.9417344660156327,0.8735090237534424,0.7524718387369498,0.6944750150619274,0.8360850538098595,0.9730836740739345,0.9831911291877498,0.8695936311947774,0.9279900280367054,0.6564035784590689,0.9631390672545489,0.9771581357480821,0.7111230659828318,0.9593706178536676,0.9696776541780382,0.9917344364253148,0.9458358096151832,0.7484743161924534,0.5810772880287113,0.7484743161924534,0.7484743161924534,0.6805275224282251,0.9626380275182456,0.8366218797070311,0.6125272936684877,0.99039002162871,0.7101674143497132,0.9500401744988956,0.9611825363022594,0.9598193022201373,0.9446985750178767,0.9652953939916632,0.7212997476263773,0.5289146618660779,0.9697102798256134,0.6243259567486357,0.895395665441783,0.5214655362128516,0.5384967678875089,0.7184295315617379,0.8798099531283993,0.6366303343823354,0.9876240270290095,0.9822697104244394,0.9152227203341625,0.978051177756856,0.6360953835709561,0.6230079297924619,0.5727213068182585,0.961062549447965,0.9140513585005314,0.7348173115662997,0.631539236801449,0.8965493272071594,0.9453653180619687,0.9224402348099129,0.9753284896956794,0.8242107067648153,0.6010818704371202,0.7106139279909691,0.5716322185689949,0.7060752285608267
Т2.3.4,0.682839806604876,0.6247037481018496,0.4829871697749364,0.4829871697749364,0.6111163134110854,0.6831547602559814,0.6371151455815205,0.6202418128183895,0.9686069743810917,0.6247037481018496,0.6247037481018496,0.6589193496674745,0.6887027779582469,0.9326423183232031,0.9352544844071644,0.9768578698311743,0.9417344660156327,0.9417344660156327,1.0,0.8941773923046319,0.7361508534599721,0.6078796972803471,0.9334786577821582,0.9777833572199134,0.9521604354312254,0.9670180257019896,0.954128309547939,0.6675069320390703,0.9783177550813298,0.9793461793816312,0.6300479706877913,0.9019039051977816,0.9585249604354886,0.9549705498344303,0.8668295315257758,0.685131976277408,0.5369161032857708,0.685131976277408,0.685131976277408,0.6736598734636956,0.9783330197200092,0.9248803024419624,0.45437473003624435,0.9616924361970349,0.6283411146949415,0.908119840961163,0.9608858827292899,0.9479782650199863,0.9319483424784191,0.963029277150847,0.7105359597372695,0.5374585679481155,0.9595751353708162,0.5781665825511714,0.8598137903949886,0.514797135818632,0.4085183254534973,0.6627228583564766,0.8908283638761716,0.5344875831669389,0.9701067880901586,0.906605626416691,0.9488775336947122,0.928531041183898,0.4758703300501977,0.4977946523450991,0.4613061385802155,0.9172288992754445,0.9644865190955437,0.6828398066048759,0.586587305088833,0.9310140054773399,0.9755573086355414,0.9679888451403377,0.8637553547353385,0.9073582056808908,0.5061957766796557,0.673946425800724,0.6188390053469884,0.6530203092383691
Т2.4.2,0.5177792069184677,0.6342087313186212,0.5598627221610617,0.5598627221610617,0.5325333225767086,0.5180029620448254,0.5236440228803292,0.5203189207689012,0.8796268724768033,0.6342087313186212,0.6342087313186212,0.5773742283715937,0.6927612597279996,0.7974898807600361,0.800329752600689,0.8882758291451363,0.8735090237534424,0.8735090237534424,0.8941773923046319,1.0,0.5890638869987851,0.42467071089373815,0.7175705231429402,0.9101369631919602,0.8826818513063689,0.9204438038785283,0.8616322153727763,0.5400159352074838,0.9282839722291196,0.9296393838616187,0.6781374250501288,0.820036631907643,0.9310125753234918,0.8610295314950762,0.7480558308245245,0.5243105490150771,0.4282781759665195,0.5243105490150771,0.5243105490150771,0.5497081972791475,0.9291407218236374,0.9247028071221278,0.4911370252719474,0.8788245625955222,0.680397031161488,0.8698459873698461,0.8944933727096107,0.8825322700200634,0.9689866945478472,0.8775695059243065,0.6107620051015676,0.35129273822544765,0.9315496031489174,0.6193733178619361,0.9028576105934498,0.6211202235831761,0.5434786313524712,0.5558560581703831,0.9707165432618268,0.4233606389428152,0.8585500922801936,0.8641848815606639,0.9545703272344639,0.8368524162549216,0.5420476030565956,0.34808667158809964,0.559010716638716,0.9330385698997747,0.8522109278371524,0.5177792069184677,0.6642125048887207,0.8641023090102747,0.9067814861697213,0.8939540869548416,0.8195401461998351,0.9678795945154901,0.5510089644112754,0.7095681274851006,0.6717631709503077,0.4210587049755819
Т2.4.4,0.9614385958214409,0.7646542824527205,0.7436802587719242,0.7436802587719242,0.8702488483561516,0.961731798564346,0.931393917128448,0.9171663232523802,0.6955257314483644,0.7646542824527205,0.7646542824527205,0.9362396009017407,0.9259725945298769,0.7635138795216087,0.7647003368328311,0.7705879578401278,0.7524718387369498,0.7524718387369498,0.7361508534599721,0.5890638869987851,1.0,0.9397310666027143,0.6541774189560934,0.7493541871388032,0.766839787849439,0.6455879875261322,0.751468493669331,0.8626976854590624,0.7351147127448846,0.7335118199108615,0.8434313073459413,0.6951462404188979,0.7267941662749928,0.7459009318382522,0.6730677992621343,0.9834905229736984,0.7940142483673684,0.9834905229736984,0.9834905229736984,0.8841722126252622,0.7340341327459624,0.5740839184453604,0.7028894212812686,0.7647871533192263,0.838593778657517,0.6377460801421853,0.707473953733589,0.7065007063665566,0.7049509036887034,0.7410989583446873,0.9327034946989748,0.682607356354303,0.728436273739289,0.6667886335933902,0.5517531603215045,0.5748081979033055,0.6712270595698184,0.9705333090501845,0.6451766947859012,0.8156635715413897,0.7748999726695567,0.7499340743721225,0.6298194362714328,0.7435860787550572,0.7884287361768365,0.7697763100970496,0.6214519248052434,0.6815795240673816,0.7391741777600055,0.9614385958214406,0.8349250241169532,0.5975822791924853,0.6908948903775961,0.6677217748596349,0.7069313371841662,0.5570877568662579,0.6402003180414058,0.8820144932299593,0.8041396661869912,0.9330336609424554
Т2.5.4,0.9478676320277734,0.646102395237182,0.7760084091349938,0.7760084091349938,0.8476226093523962,0.9480201955149189,0.9540716244130828,0.9253557562127169,0.5944039756258215,0.646102395237182,0.646102395237182,0.918259039979613,0.8467707422767446,0.7322668497558044,0.7309388471894364,0.6857360398877089,0.6944750150619274,0.6944750150619274,0.6078796972803471,0.42467071089373815,0.9397310666027143,1.0,0.5890167171370321,0.6357455125882197,0.7022380357790322,0.4753830795469573,0.6751872398017601,0.8323055690575385,0.6214986345495058,0.6198126000505257,0.782675940920424,0.6447113119395693,0.607796327951891,0.6833364437200394,0.6895594747696254,0.981572052213406,0.8537640704827861,0.981572052213406,0.981572052213406,0.8574665115923228,0.6195731884457348,0.41609310459249,0.7717734689763809,0.6893170350594171,0.7760206947304371,0.5477186711759077,0.5940516116498864,0.6030758032906081,0.584011696102883,0.6409603010531256,0.8744696573070255,0.7252014040680645,0.6090632819045806,0.5903714067852481,0.4453252725713898,0.4882039976583729,0.705353294426509,0.9592323549469223,0.5040471681945745,0.87935361214612,0.7050763881759272,0.7103870748536609,0.481731862670599,0.6875235633942572,0.8370775746800315,0.8445514871778576,0.6231291121045271,0.5736861765002,0.6468186937294328,0.9478676320277734,0.7683977004561864,0.48942152123209925,0.5729166951947584,0.5490448995804031,0.7010249132422384,0.38096540644315746,0.6312358968702155,0.7854023565863129,0.6846011897989173,0.969857386433467
Т2.6.4,0.6186730088477688,0.5241981693507963,0.34920081589157337,0.34920081589157337,0.5240375487493218,0.6189980748949526,0.5694329893699563,0.5214399956916776,0.9041814836495929,0.5241981693507963,0.5241981693507963,0.5622254772606824,0.5191156484147759,0.8760654990287817,0.8786849322042674,0.8810453317824076,0.8360850538098595,0.8360850538098595,0.9334786577821582,0.7175705231429402,0.6541774189560934,0.5890167171370321,1.0,0.8723497231430264,0.8454569646554548,0.894383399526048,0.8912022011334035,0.6513082881217518,0.8762559679910629,0.8698296479052178,0.4642237610069577,0.8309883692433283,0.8277918535925332,0.8785047106803546,0.8487715237786171,0.6257120586122467,0.5539848915803236,0.6257120586122467,0.6257120586122467,0.6446237499951277,0.8760036780362523,0.8574293538523464,0.365493221690872,0.8671965041016951,0.45998437686144983,0.813365542071447,0.8702348597708638,0.856442879041948,0.7650026378793973,0.8739513241994572,0.6281818109156169,0.6388611797086508,0.8285456294314404,0.48263423108845227,0.7302617575170166,0.4124045442501603,0.27100855436941834,0.5672550098789333,0.7106866009475676,0.4901894961074879,0.8884140071347886,0.7893063201253008,0.838801072950383,0.8425138710657926,0.3239620890013147,0.5132857479254963,0.3454695542866886,0.7579285211045932,0.9205898747883908,0.6186730088477687,0.3996937143734439,0.859361891879,0.9020999172779501,0.9097855283019706,0.7650758650703602,0.7840282883673837,0.4340173201078691,0.5001576745641743,0.46248650975738653,0.6746490292591664
Т2.7.2,0.6901810536842145,0.5556746411493111,0.515828022684256,0.515828022684256,0.5825924347531428,0.6904937271278417,0.6461237081383915,0.6386905764787648,0.9342064187070767,0.5556746411493111,0.5556746411493111,0.654657470072413,0.722709239200311,0.9639577775811367,0.9662589658444855,0.9818667548814359,0.9730836740739345,0.9730836740739345,0.9777833572199134,0.9101369631919602,0.7493541871388032,0.6357455125882197,0.8723497231430264,1.0,0.9603055109217645,0.9493091795293264,0.9482802446145512,0.6130355765981873,0.9763277385212974,0.9812580142033924,0.6495154747674681,0.9576948022681377,0.9952177513069432,0.9733462344528622,0.8795439103009695,0.7095325380599097,0.5187685093037918,0.7095325380599097,0.7095325380599097,0.633009182039104,0.9762678765580981,0.8910602241711291,0.48284309874821685,0.990614147385774,0.6478147934543531,0.9390077010309839,0.9888214002797455,0.9861397270726486,0.9574668012523502,0.9947692819569721,0.6821073648398432,0.45488998165289446,0.9954768928631905,0.5607830912947084,0.8701320492140835,0.4695110388030614,0.48108290044536767,0.6839149215240791,0.9236687975433427,0.5282725350105352,0.9782045993483354,0.961194536843012,0.9328404004126033,0.9774227862545121,0.5442661309749647,0.5800925896485415,0.4616752492349006,0.9548865034352958,0.9562792143843998,0.6901810536842142,0.6112808448713729,0.9573414959061048,0.9508833959231553,0.9288226240647897,0.9285580868741986,0.8702439624394942,0.50779482142782,0.6818425533228631,0.5967889396765736,0.6558253284449794
Т2.7.3,0.7488297352468364,0.6384553753714081,0.6459437508000211,0.6459437508000211,0.7019693400373045,0.7490019120868003,0.7479966855677681,0.7349446243365355,0.9550368014807736,0.6384553753714081,0.6384553753714081,0.7583403345803039,0.7690227782761335,0.9565944532144082,0.9566584034421203,0.9933274432997352,0.9831911291877498,0.9831911291877498,0.9521604354312254,0.8826818513063689,0.766839787849439,0.7022380357790322,0.8454569646554548,0.9603055109217645,1.0,0.8704000354219856,0.9541853725465094,0.7017625948010365,0.9716584481268659,0.9772361942213039,0.73200971771733,0.9019478734093402,0.950102776489285,0.9708991405168725,0.915968273069068,0.7535190334469677,0.6174668669834921,0.7535190334469677,0.7535190334469677,0.718158976535722,0.9709702737929786,0.8443030718434773,0.6164405580018169,0.9746482878956813,0.7303534857825249,0.8970405073992229,0.9246936385133689,0.9179993417019148,0.961047842234457,0.9390552094500428,0.7650970832268067,0.546239078570075,0.95148606569185,0.6068876391470908,0.869586121797812,0.5477508505873756,0.55113305465385,0.7550818754860392,0.9007675934535406,0.6677796297194275,0.9880644132416753,0.9669530251367895,0.9134708947076059,0.9420885690458796,0.6556482137502371,0.5371452912992931,0.5840938165637073,0.9449183621670996,0.9285358044654909,0.7488297352468363,0.6948439162077936,0.8776277290549288,0.9469284479037945,0.9306019147620807,0.9370487860310726,0.8586933353780895,0.5778351055444508,0.750295553437585,0.6605987934711838,0.696778514867187
Т2.7.4,0.5466521084072115,0.5829653151612775,0.3953276454182348,0.3953276454182348,0.48481192355423874,0.5470842866201024,0.5049759102794338,0.47423306532093706,0.9055932711356866,0.5829653151612775,0.5829653151612775,0.5412967085542281,0.617289732011201,0.8550004473570179,0.860123008023027,0.9084671865645888,0.8695936311947774,0.8695936311947774,0.9670180257019896,0.9204438038785283,0.6455879875261322,0.4753830795469573,0.894383399526048,0.9493091795293264,0.8704000354219856,1.0,0.9163626467898832,0.5735274580375522,0.9460370277211633,0.9371648225549988,0.5549549876428914,0.8699107559804272,0.9402460779218312,0.8930420516631274,0.7771826093687769,0.5698943653546784,0.45297929499057443,0.5698943653546784,0.5698943653546784,0.5766667929230284,0.9467965024272477,0.963814286357404,0.3464282758506481,0.9109364077862095,0.5532556254389716,0.8748378750177795,0.9473334614287359,0.934476741863622,0.9087416203008533,0.9374452947261922,0.6059911460206034,0.43298089489933844,0.9405866488839822,0.5329806490577689,0.825957729692987,0.4891872761487795,0.3902601092002263,0.5505486042085729,0.9019837243094033,0.3652241068957262,0.8925809284465939,0.8482206924281804,0.9445628907419915,0.8780655366129166,0.3818718446907633,0.43482563818621806,0.38102473265824516,0.8745503242237457,0.9459401305728369,0.5466521084072115,0.5287163727307642,0.9372401528948746,0.938951846755595,0.9323802530077833,0.7973536013826976,0.9298746198981366,0.4522337587090832,0.6097527631473848,0.5861677971369061,0.5279117056468896
Т2.8.3,0.6659375890687158,0.6376911284621166,0.5865800672678307,0.5865800672678307,0.6308046830337942,0.6663836564571625,0.7016671596550644,0.6227972449212785,0.9105683692089437,0.6376911284621166,0.6376911284621166,0.7213884017920469,0.7185178111778625,0.9206197411020393,0.9245623843941803,0.9571208870745563,0.9279900280367054,0.9279900280367054,0.954128309547939,0.8616322153727763,0.751468493669331,0.6751872398017601,0.8912022011334035,0.9482802446145512,0.9541853725465094,0.9163626467898832,1.0,0.710173434171699,0.9732836396849963,0.9499583481537506,0.6649824962497806,0.878022277646063,0.9274174096634097,0.9412793158285131,0.8740607022374219,0.7252028418544901,0.671538571047303,0.7252028418544901,0.7252028418544901,0.7210424082913895,0.972766569767788,0.8967004248804584,0.5268045877872586,0.9567746181774808,0.6585034504881054,0.8208718075210611,0.9117635550357098,0.9042558297167553,0.9338987238459999,0.9304618924401874,0.7330899942214234,0.5287146117073891,0.9287750101967385,0.5169508180640758,0.7535608202243738,0.47623131675346025,0.5651706870388953,0.7269957616553969,0.8875916311977577,0.5324712093038265,0.9452558832743726,0.9393077862309596,0.8928702991539007,0.9090499178243786,0.5865290191112387,0.5108332466648379,0.4664351917027451,0.8551770426317898,0.9912364929491152,0.6659375890687158,0.6573319719848844,0.8896786632852259,0.9294547974848579,0.9169720789469429,0.8895746881043894,0.8546131283155237,0.5085919012928741,0.70420392248605,0.6531476831952419,0.6767210505148874
3.3.1,0.8323307653881762,0.8425436951286994,0.8348448709447632,0.8348448709447632,0.8318585062246694,0.8326518022022025,0.9302154339652313,0.8042575743045781,0.715078226883495,0.8425436951286994,0.8425436951286994,0.9296493218041881,0.869971981884742,0.6211850739917003,0.6226390855451632,0.6865886895725767,0.6564035784590689,0.6564035784590689,0.6675069320390703,0.5400159352074838,0.8626976854590624,0.8323055690575385,0.6513082881217518,0.6130355765981873,0.7017625948010365,0.5735274580375522,0.710173434171699,1.0,0.7017338376930131,0.6849529231279843,0.88629035333736,0.5412205970350608,0.5771962478813591,0.6825393972749914,0.694137570948705,0.870601337779114,0.9332803399190097,0.870601337779114,0.870601337779114,0.997463281414045,0.7009586678555908,0.6315950667448028,0.8300147810688036,0.6499549603411708,0.8811053431608811,0.542251322384439,0.576767192847908,0.5543823186783756,0.6173521877719408,0.5757616279850551,0.9708582663537965,0.9028572197449353,0.5788097549854233,0.8181952777773862,0.5263882625435781,0.796543824597203,0.7023095146492369,0.8631388698592215,0.5104695718913915,0.8070498403280775,0.6714015191581926,0.6232476728904875,0.6506050056373948,0.5689151642162121,0.7567402665128958,0.5910977359162384,0.7939359085528934,0.5454962384581779,0.6750302765916301,0.8323307653881762,0.7821280306942423,0.40404336224523224,0.7071150155016397,0.7146040753915966,0.6022507453148372,0.5936385875773416,0.82738559520227,0.8861211391627326,0.7751242974833716,0.869964120436558
